	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER-/LN-"	"ER-/LN-"	"ER +/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN+"	"ER-/LN+"	"ER+/LN-"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN+"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER+/LN-"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN+"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"	"ER-/LN-"
"U30313_at"	267	329	10	10	10	10	10	123	10	10	10	10	128	10	10	10	10	10	10	89	10	10	110	10	10	10	159	36	10	10	279	10	10	120	191	10	10	89	288	344	10	139	33	270	162	10	10	43	22
"U30610_at"	10	114	91	10	10	33	12	158	179	157	10	10	186	49	10	215	381	83	926	63	74	188	238	10	10	30	140	190	139	10	72	39	247	171	196	196	521	86	49	10	20	165	60	135	135	122	10	10	10
"U31099_at"	10	10	28	282	77	10	10	233	10	10	399	682	10	19	10	150	284	10	10	150	218	10	10	67	173	142	231	10	253	2288	43	64	58	10	10	238	10	128	10	10	10	10	72	112	10	137	38	10	10
"U31201_cds2_s_at"	10	10	10	10	10	486	10	10	10	10	10	10	246	654	111	10	10	10	10	10	10	10	149	10	10	10	366	206	10	10	10	10	10	10	10	562	459	10	10	39	32	10	795	1446	323	10	395	160	10
"U32499_s_at"	127	40	10	462	497	10	10	10	201	39	35	246	89	10	63	10	228	10	1570	10	10	10	10	10	156	254	10	130	228	10	10	98	10	10	10	10	10	77	10	10	10	80	81	44	10	10	195	10	105
"U32645_at"	10	40	10	10	256	10	10	18	10	10	10	10	652	88	10	365	10	10	10	42	10	10	76	10	10	10	240	373	72	10	10	10	10	10	10	10	10	10	96	10	10	178	296	10	140	10	355	10	10
"U32674_s_at"	488	10	707	624	1155	492	10	10	704	494	2056	1855	10	441	10	76	10	10	690	10	573	10	10	34	552	10	189	139	10	704	10	145	10	10	74	10	10	10	10	57	10	10	10	10	343	64	10	10	242
"U32907_at"	59	38	104	26	10	125	10	82	506	355	95	1816	10	10	76	10	188	924	1243	63	537	672	10	30	10	10	36	10	10	423	415	138	60	234	369	386	85	10	54	100	62	10	80	10	124	10	10	10	10
"U33202_s_at"	10	10	10	182	174	10	10	10	13	16	10	950	11	68	63	49	197	90	10	181	108	37	10	10	56	71	61	10	190	795	10	56	10	37	36	14	28	10	42	10	10	10	16	45	53	10	52	215	50
"U33429_at"	10	10	10	10	10	10	10	10	10	10	10	500	10	10	61	10	92	10	10	10	179	10	10	10	10	10	290	10	10	1826	10	10	10	10	10	10	10	10	10	10	126	57	10	10	10	10	26	10	10
"U33761_at"	10	41	10	10	177	10	10	64	49	35	571	1076	86	148	103	59	86	10	57	10	104	100	10	127	70	10	211	10	10	10	59	10	10	10	10	10	22	10	11	10	10	10	36	54	10	10	12	10	10
"U33822_at"	126	212	69	10	10	10	10	10	10	10	10	10	84	19	18	10	43	86	463	119	10	10	179	10	74	10	67	86	268	10	10	10	82	10	10	10	10	10	24	124	172	170	10	10	51	20	175	10	456
"U33849_at"	294	356	89	274	10	10	24	154	488	520	10	10	147	631	808	397	242	10	10	499	385	875	10	1319	504	10	178	457	406	218	10	40	100	82	10	10	10	146	10	409	393	21	357	115	449	249	162	10	113
"U33920_at"	10	10	10	10	10	195	10	106	134	85	10	10	155	59	121	10	169	202	10	163	145	164	214	70	200	155	328	10	10	10	12	118	126	168	76	44	42	152	109	10	158	111	27	90	185	200	83	10	10
"U34038_at"	50	352	321	430	490	387	136	369	10	108	10	10	178	13	10	110	10	284	585	168	10	10	168	10	172	255	320	58	274	10	33	204	192	92	190	10	10	117	129	131	91	180	10	10	10	241	10	10	109
"U35246_at"	96	121	26	10	122	10	70	10	136	69	368	10	10	67	146	57	149	62	1300	10	10	100	73	53	29	10	10	87	36	10	10	10	96	46	10	11	133	55	47	110	81	37	65	15	17	45	131	80	128
"U35735_at"	217	10	45	66	92	10	67	16	93	33	318	1323	91	52	10	10	10	10	10	145	10	23	49	10	67	34	10	10	46	261	10	89	49	10	10	10	33	25	10	10	10	10	10	62	10	10	10	81	10
"U35835_s_at"	266	185	10	10	10	10	203	323	202	343	1115	10	426	109	397	556	190	201	669	460	438	10	1056	18	519	917	900	10	392	10	10	88	264	227	10	10	10	102	10	155	10	1667	414	589	232	383	207	107	79
"U37055_rna1_s_at"	348	279	148	557	10	10	307	191	209	10	10	10	10	10	412	264	10	10	10	535	140	634	192	515	10	10	10	10	265	10	112	92	544	106	10	855	178	518	439	351	37	10	211	10	10	49	109	120	10
"U37546_s_at"	10	10	213	59	224	244	82	53	138	51	10	433	317	133	44	205	10	10	203	33	26	39	10	10	50	67	387	684	116	10	10	10	23	18	78	234	168	10	15	10	49	10	216	10	175	47	891	18	81
"U39447_at"	10	82	100	129	91	280	146	10	312	436	320	10	18	126	10	10	53	414	10	69	10	82	31	177	10	22	10	11	25	617	10	119	38	202	43	76	10	10	150	52	10	10	131	24	63	10	10	10	10
"U39573_at"	25	10	446	44	653	182	10	152	531	149	1661	10	10	10	251	12	10	116	462	10	10	445	75	204	222	596	10	61	407	10	10	153	62	10	92	111	193	29	129	38	357	194	164	102	40	10	81	272	133
"U39817_at"	10	10	10	10	10	10	10	10	10	10	58	10	635	348	94	175	87	10	1392	30	10	10	314	428	10	10	164	283	10	10	10	10	24	10	10	10	10	179	10	10	99	62	102	16	67	457	10	205	223
"U39840_at"	1765	3802	1648	1470	256	82	1352	1584	1459	886	1957	2877	91	268	142	31	2655	2115	2157	2988	3094	632	10	80	1437	12	71	121	1279	2219	2025	1542	2143	2306	1839	2831	148	3071	2945	3727	109	10	38	26	96	3345	164	115	2462
"U40223_at"	332	169	519	558	899	553	231	740	10	10	10	10	338	433	10	10	480	10	2735	389	1654	580	594	773	10	464	636	542	449	10	10	10	10	217	345	10	611	310	305	350	10	10	76	307	138	454	117	10	155
"U40271_s_at"	10	10	10	10	10	431	171	68	487	357	10	10	464	354	494	407	10	298	10	10	10	1367	385	427	10	182	271	234	247	10	771	484	368	471	416	186	317	101	10	1717	1414	652	1183	2906	1597	142	25	878	349
"U40380_at"	10	10	10	10	10	875	187	10	10	10	10	353	10	1652	10	1827	95	10	10	10	40	10	10	10	10	10	10	10	10	10	10	10	10	10	117	10	10	10	10	10	10	10	10	10	10	10	10	38	10
"U40434_at"	10	143	10	10	166	699	10	50	291	10	10	10	209	26	1180	10	33	10	1614	10	10	168	10	144	188	220	214	673	160	1198	10	50	156	94	192	164	483	10	125	10	10	373	556	10	877	10	350	327	10
"U40705_at"	28	10	10	10	10	87	94	35	30	39	1050	10	382	122	18	10	10	10	553	135	262	10	45	181	28	100	237	10	203	204	10	175	133	486	10	147	292	291	31	140	10	278	84	10	66	215	115	467	142
"U40992_at"	10	10	10	125	180	10	10	10	178	18	10	10	10	104	10	109	125	27	10	160	10	28	26	212	230	154	10	84	10	565	128	163	84	100	101	10	16	28	10	144	148	25	79	10	10	10	130	82	89
"U41344_at"	279	10	10	10	228	287	375	10	10	53	110	10	316	129	10	12	321	603	10	113	10	220	10	10	10	10	540	165	10	10	374	10	10	10	10	290	924	141	42	465	466	10	64	372	330	213	568	515	30
"U41745_at"	10	52	10	10	10	10	10	84	10	18	371	134	58	67	10	107	213	59	603	58	69	10	63	10	61	121	51	227	209	10	10	131	239	64	108	208	10	116	56	196	21	254	160	103	173	163	153	151	10
"U41813_at"	10	10	28	10	10	10	10	10	10	36	757	544	394	16	59	10	10	10	10	10	10	10	10	38	27	10	10	55	10	10	78	13	10	15	10	574	135	10	23	10	10	30	192	40	17	10	93	10	103
"U42031_at"	371	10	197	19	1280	259	283	144	180	473	378	1835	218	90	171	463	92	156	10	67	222	523	163	407	10	10	343	287	56	10	25	10	45	17	259	289	10	22	169	244	74	69	150	10	251	10	123	226	84
"U42360_cds2_at"	156	294	10	10	10	51	10	10	10	55	1282	1281	77	11	614	14	10	10	998	330	469	10	46	10	27	10	63	10	10	74	10	273	906	124	10	10	37	397	69	648	109	51	65	32	146	20	172	10	258
"U42408_at"	10	10	18	10	10	266	1207	39	48	10	10	10	1210	723	722	2510	66	10	10	62	10	178	2337	1062	450	1642	993	1870	637	10	122	325	71	890	183	229	504	178	125	245	1083	1129	1518	1416	772	567	2238	731	318
"U43279_at"	55	59	79	88	385	168	10	118	102	117	913	10	80	10	10	47	27	152	10	77	213	10	103	83	10	53	66	84	89	373	36	59	42	19	10	95	90	10	10	10	11	26	26	22	35	10	10	13	10
"U43292_at"	186	169	146	187	607	207	175	119	65	105	10	10	10	143	10	190	140	120	10	79	10	10	31	146	365	228	428	203	168	10	10	64	121	85	10	80	10	120	217	10	113	10	10	21	33	73	10	10	10
"U43318_at"	145	117	110	35	252	25	284	111	86	73	1197	495	32	224	10	191	80	60	10	10	10	10	10	240	50	69	144	89	131	10	124	171	163	134	10	10	10	149	10	10	10	157	53	224	42	101	10	244	10
"U43431_at"	139	207	10	10	541	10	10	10	10	10	701	227	72	258	111	10	262	332	2002	213	420	10	364	374	10	390	101	10	189	1034	10	140	190	10	147	10	81	10	10	109	10	10	10	10	144	10	111	10	10
"U43519_at"	721	295	515	727	272	19	345	194	350	31	354	1470	402	10	233	188	203	69	526	134	588	216	577	456	477	231	89	10	10	2660	533	163	106	10	298	268	10	169	160	10	10	10	10	10	155	134	10	10	10
"U43586_at"	206	10	27	10	10	10	10	45	10	62	531	10	348	10	10	10	632	10	186	48	255	10	159	345	97	213	351	41	149	10	94	97	10	180	278	10	10	120	10	14	64	10	10	10	258	298	10	10	42
"U43843_at"	10	10	24	10	10	11	10	10	10	110	10	10	85	99	19	10	358	18	10	10	129	10	10	10	10	10	23	10	51	523	431	113	145	95	24	223	128	216	18	179	297	33	74	10	67	123	10	10	52
"U43916_s_at"	189	10	63	10	240	34	10	10	10	10	234	1259	106	10	10	77	286	10	10	57	625	10	10	10	343	163	10	10	10	10	10	26	110	97	10	10	23	134	33	28	111	243	10	10	10	91	10	10	10
"U46689_at"	680	705	1078	60	10	19	10	489	152	90	375	10	10	10	363	72	10	384	967	235	471	10	288	10	240	31	399	100	113	10	194	1339	904	216	280	412	165	750	361	104	255	265	308	66	10	17	141	10	112
"U46767_at"	275	142	18	294	68	400	157	115	10	43	115	1368	113	119	10	10	131	10	10	167	10	114	192	116	120	10	10	187	11	10	18	10	20	21	10	110	176	78	190	83	105	54	73	19	65	10	72	137	10
"U47050_at"	10	11	43	192	87	164	74	10	10	180	10	10	10	187	10	92	293	72	10	85	260	163	10	10	38	10	10	208	10	10	48	58	68	47	10	101	64	10	107	18	89	58	201	89	42	152	10	77	73
"U47054_at"	72	32	63	94	10	110	72	10	10	18	10	10	10	822	10	572	10	61	158	10	10	73	465	10	10	61	86	150	10	10	10	10	10	10	77	10	574	10	13	10	59	2047	908	311	410	10	36	53	204
"U47677_at"	10	10	10	410	10	173	176	48	333	340	10	10	10	19	10	195	388	152	23	10	40	267	266	120	10	356	10	168	233	10	226	52	214	275	180	156	41	124	323	10	124	10	10	77	61	166	185	166	344
"U48231_at"	153	78	149	140	85	187	24	110	47	10	59	10	130	86	252	10	10	115	362	12	10	58	10	205	10	33	27	10	44	10	62	10	10	42	376	10	10	80	92	74	150	144	35	29	60	10	52	93	90
"U48707_at"	10	10	10	411	10	12	603	20	120	388	10	10	77	336	52	20	10	17	10	28	10	25	65	62	10	563	10	10	10	10	275	10	10	10	40	10	10	10	10	10	10	10	10	74	60	597	10	10	31
"U48730_at"	307	307	240	368	309	275	10	226	175	130	10	10	10	127	10	47	355	148	258	67	10	109	139	128	251	10	10	213	195	124	66	10	99	105	34	170	10	10	102	10	10	10	41	94	15	10	26	185	28
"U49742_at"	184	18	272	178	242	10	10	10	10	137	113	10	60	195	10	334	81	79	10	10	10	10	10	10	102	217	336	10	10	1433	10	71	34	10	36	10	10	74	10	112	115	32	10	34	74	231	25	10	36
"U49928_at"	13	10	10	10	10	10	10	31	19	10	10	10	27	40	10	19	10	10	775	16	228	300	10	10	10	10	10	10	111	10	10	42	234	10	194	83	10	267	115	56	254	12	126	318	10	10	161	10	196
"U49973_xpt2_at"	10	44	10	18	129	10	10	44	10	10	816	814	10	101	10	135	39	10	10	10	256	10	158	10	10	14	10	10	10	215	10	10	10	70	113	225	10	37	68	24	180	85	106	10	10	10	10	10	35
"U49974_f_at"	141	19	66	243	490	10	103	10	111	10	300	780	10	10	10	10	92	186	10	10	308	88	10	159	10	112	10	51	10	134	86	72	10	25	190	215	10	10	10	63	202	10	74	100	33	22	122	125	31
"U50330_at"	10	10	10	274	399	53	55	10	78	99	10	358	85	191	756	10	357	653	926	10	10	505	89	236	10	130	124	235	10	10	88	471	125	399	343	583	219	82	79	221	716	145	206	717	439	168	102	10	28
"U50360_s_at"	32	224	10	62	10	79	10	74	41	10	320	10	10	283	176	10	10	10	311	55	10	110	331	10	176	255	489	109	69	10	79	10	62	53	10	10	10	71	102	10	10	143	43	551	68	130	10	104	211
"U50383_at"	120	10	10	10	10	10	155	10	74	53	388	10	362	213	10	100	90	10	10	44	466	157	10	350	10	291	50	22	10	239	10	264	44	249	47	42	259	186	152	134	10	193	10	10	277	10	10	10	51
"U50527_s_at"	31	10	10	24	10	59	52	23	10	59	10	10	10	161	12	33	67	96	917	10	121	10	59	10	10	10	10	95	23	10	10	10	98	10	58	199	279	17	165	76	46	10	123	10	50	10	63	242	10
"U50531_at"	116	10	45	87	82	77	223	10	32	10	537	948	10	113	136	10	154	69	382	85	600	65	51	125	10	40	182	34	10	442	43	88	97	23	10	41	72	10	102	10	19	10	55	10	74	10	102	10	20
"U50534_at"	43	218	10	39	10	77	126	10	96	33	102	579	35	58	51	10	10	58	10	24	10	10	77	10	10	10	94	10	10	133	73	10	188	19	28	136	211	270	262	135	83	10	82	64	52	16	117	341	60
"U51010_s_at"	88	10	10	10	10	79	518	141	1337	1330	2056	2978	1304	278	1314	618	1939	1683	1960	10	429	495	275	10	293	10	1256	243	946	2095	1238	10	10	594	714	134	10	10	10	10	10	543	141	275	1117	498	181	97	647
"U51711_at"	174	54	213	23	57	542	389	42	207	302	314	1643	1348	388	151	610	63	23	10	10	10	10	340	1211	44	1367	578	159	10	10	224	334	10	170	10	308	587	15	144	798	49	1436	2236	761	719	147	1013	1964	66
"U52111_rna3_at"	10	131	10	373	10	103	10	111	352	223	10	1002	10	30	100	13	10	502	10	10	10	57	126	10	256	10	10	126	10	203	194	10	10	10	10	137	10	10	179	72	10	10	198	10	158	10	10	614	10
"U52154_at"	153	84	66	243	351	113	95	10	80	155	218	10	18	10	49	58	214	221	10	131	10	10	42	243	237	176	116	10	197	10	10	130	10	127	24	107	144	50	10	48	162	15	99	10	150	122	52	478	67
"U52191_s_at"	10	10	185	10	10	38	37	11	10	67	2492	10	50	10	10	10	57	46	10	10	10	31	10	58	10	239	10	48	14	10	10	10	10	10	80	19	10	72	10	10	10	10	10	10	24	57	10	10	10
"U52682_at"	10	10	10	50	31	525	130	10	37	10	216	10	10	232	82	51	38	106	729	19	230	10	10	10	10	49	10	77	10	10	10	10	10	10	10	10	10	10	10	10	10	10	34	79	161	93	10	237	10
"U53174_at"	710	155	92	465	257	120	177	533	115	104	10	115	214	333	307	111	138	277	397	171	10	119	222	236	62	122	10	10	10	61	10	213	137	109	10	24	114	52	10	69	401	12	93	71	10	10	10	10	34
"U53225_at"	425	242	325	10	10	10	10	290	202	352	766	613	16	239	140	10	96	547	749	619	350	10	10	10	10	10	372	10	407	192	131	593	1334	691	362	272	243	756	225	543	73	38	194	242	413	248	501	61	1279
"U53476_at"	64	185	93	227	566	247	126	247	167	29	2114	10	337	265	10	245	291	231	743	205	10	341	10	741	261	427	388	304	368	1341	10	10	134	10	10	10	124	73	10	146	77	191	177	363	28	344	10	182	10
"U54999_at"	109	54	10	10	295	132	10	39	59	10	240	232	11	123	10	105	10	62	10	10	269	14	128	10	119	212	25	76	169	10	41	96	59	63	57	66	210	35	10	88	12	192	151	51	10	71	196	415	87
"U55209_at"	192	64	79	100	548	265	58	160	10	201	10	10	15	122	66	10	10	90	10	114	10	203	101	18	10	10	52	10	10	480	10	85	30	80	16	10	10	106	43	55	42	99	77	10	123	273	122	186	96
"U56085_at"	13	107	10	121	10	118	50	10	10	10	10	10	10	56	61	10	10	10	222	37	10	10	10	268	10	10	10	42	10	10	36	48	55	22	10	43	250	10	160	30	14	455	260	279	246	222	10	10	10
"U56976_at"	146	68	10	10	10	181	10	74	10	10	10	1098	108	73	306	10	96	10	1554	10	230	10	10	10	10	10	39	10	10	10	10	10	10	10	10	10	10	49	28	63	10	10	12	10	10	92	10	30	10
"U56998_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	117	10	10	161	111	10	10	10	10	10	10	315	10	10	10	10	10	10	72	305	208	10	152	181	309	402	502	168	358	49	495	10	305	10	320
"U57057_at"	148	20	181	186	227	69	10	42	84	10	10	10	105	10	10	10	10	10	168	203	10	10	190	20	74	10	10	10	78	10	10	106	107	115	105	10	43	10	122	474	22	39	95	10	46	178	42	98	122
"U57092_at"	237	260	246	308	417	245	10	139	18	35	10	578	10	173	197	83	10	96	839	138	178	35	79	245	168	10	161	10	10	695	10	92	10	44	10	96	10	55	26	122	10	10	10	10	10	10	10	10	10
"U57099_at"	10	10	10	77	10	31	359	36	10	102	189	583	10	242	100	172	215	10	129	10	125	114	273	10	23	372	42	10	120	274	128	321	118	202	148	105	807	183	120	233	35	380	809	468	608	19	72	503	10
"U57341_at"	10	115	101	10	10	145	14	16	59	28	10	742	71	370	10	48	10	211	10	56	56	10	132	10	218	10	193	95	224	10	186	10	10	54	10	10	103	26	102	95	10	85	109	10	182	24	64	138	10
"U57627_at"	181	287	10	10	10	185	10	63	134	29	10	523	164	123	10	23	10	10	10	45	10	21	302	139	10	18	10	33	158	10	10	419	137	182	10	153	10	11	60	186	150	193	223	10	44	151	62	37	988
"U57911_at"	10	10	202	15	10	78	10	78	88	10	15	213	10	96	1190	10	10	36	10	10	118	10	95	10	21	10	36	69	81	10	42	10	10	53	42	10	150	10	63	14	170	10	342	38	10	10	10	10	10
"U58034_at"	116	139	59	10	30	94	20	117	58	53	10	660	107	10	10	103	10	10	10	10	10	89	39	10	89	10	10	43	78	10	74	51	71	69	45	10	50	45	124	125	103	32	51	112	60	10	208	93	94
"U59057_at"	243	314	10	10	10	29	356	149	91	208	1525	2145	10	123	49	10	30	171	10	10	58	213	82	10	175	10	48	10	111	10	10	19	142	10	107	10	10	10	318	10	10	10	30	10	10	110	10	35	10
"U59289_at"	10	57	10	10	10	95	89	14	139	58	468	4661	10	42	10	41	193	147	657	49	251	83	82	10	55	123	112	70	10	10	167	115	28	28	10	10	10	41	34	10	53	69	65	56	81	116	10	90	96
"U59321_at"	289	198	4945	583	1540	120	1078	3339	442	10	934	10	146	710	43	6501	601	231	676	153	2710	3714	158	6054	44	10	1639	104	469	1229	2115	179	148	2460	715	348	1221	263	396	428	6760	10	283	368	347	5105	221	2484	150
"U60062_at"	10	10	10	10	72	10	155	10	48	115	462	195	93	10	155	63	454	181	269	10	85	45	10	10	199	92	122	43	171	3229	10	76	190	115	89	10	10	435	10	10	377	54	10	10	17	116	41	10	10
"U60276_at"	99	270	10	10	10	10	10	226	10	10	10	10	196	10	10	10	10	10	10	218	10	10	10	10	10	10	10	10	168	10	10	10	388	10	10	10	50	10	53	348	10	637	85	10	11	10	26	10	370
"U60519_at"	117	10	296	10	238	137	128	10	10	158	158	282	118	112	10	129	317	10	10	21	10	173	69	184	57	122	184	140	58	340	10	140	94	54	10	17	103	10	10	92	97	10	100	39	92	105	74	10	98
"U60521_at"	10	108	60	10	203	10	10	86	73	141	1125	709	99	10	196	10	34	167	630	103	10	118	10	158	53	10	83	10	32	10	10	301	458	110	340	227	10	209	51	63	10	10	24	89	10	159	10	10	10
"U60800_at"	10	10	10	106	10	490	10	10	10	10	10	10	797	10	230	10	10	10	10	10	10	197	10	10	10	10	10	543	680	1323	10	10	10	162	10	10	10	65	10	140	77	10	186	10	579	426	99	10	10
"U60808_s_at"	228	225	284	10	10	180	10	270	69	10	10	10	10	11	56	10	249	10	10	105	246	187	233	10	10	132	10	120	10	40	33	273	114	157	55	76	10	449	210	60	10	142	41	10	106	76	138	10	584
"U61262_at"	76	223	438	315	159	264	215	10	396	62	10	186	58	10	41	10	10	10	10	282	454	222	103	10	202	143	10	189	30	522	10	10	22	20	10	10	10	10	176	103	177	10	13	102	97	10	10	10	10
"U61836_at"	10	10	10	10	10	10	10	10	10	51	10	10	101	80	138	424	37	10	1769	164	589	237	10	10	10	10	10	279	10	10	10	73	10	10	10	10	130	10	10	10	365	134	10	32	10	10	10	23	10
"U62293_rna1_s_at"	134	10	10	19	46	27	205	32	10	224	10	10	920	125	10	10	10	10	10	10	10	877	67	10	10	10	56	30	52	10	379	1104	20	270	547	746	553	315	204	209	325	335	360	387	578	60	217	92	164
"U62317_rna6_at"	149	82	26	610	437	108	50	121	288	45	352	781	163	414	161	35	295	386	1775	45	360	10	53	10	87	255	173	184	138	10	10	129	10	10	10	10	13	214	10	10	100	10	60	10	10	255	10	10	10
"U62317_rna7_at"	604	645	10	338	10	172	47	354	188	10	591	10	101	127	10	10	10	675	10	10	494	10	322	676	952	10	10	157	10	10	240	10	471	170	580	817	46	215	598	382	865	247	624	10	249	301	67	812	326
"U62431_at"	10	10	10	10	10	10	10	10	10	10	2251	4111	189	10	10	10	167	51	10	10	277	197	10	205	10	10	323	10	86	1761	10	10	10	10	46	75	10	10	10	10	10	10	10	10	10	10	10	108	108
"U62531_at"	10	10	10	10	271	10	10	116	10	10	10	10	10	39	72	10	10	131	10	53	20	10	10	10	10	360	10	10	76	10	10	10	762	209	328	10	10	132	10	513	1473	811	10	418	229	203	10	10	10
"U62800_at"	10	770	10	10	10	10	815	1917	17	116	10	10	309	10	177	10	10	10	630	10	10	367	100	202	10	10	10	416	10	10	10	235	10	1143	102	103	10	10	936	715	10	10	10	10	33	61	187	244	10
"U62801_at"	10	438	474	112	10	1506	10	479	10	62	112	10	10	188	3660	10	10	145	10	10	10	121	8318	701	472	10	143	304	10	1609	10	10	103	10	10	10	10	10	10	10	2749	428	2021	1493	10	10	10	39	10
"U62966_at"	427	407	558	10	875	517	123	10	274	346	1519	2674	125	109	33	231	65	137	1185	10	121	10	223	75	178	14	10	79	86	329	10	99	572	54	49	10	10	80	111	184	10	59	38	259	10	99	10	10	67
"U64197_at"	279	126	256	10	10	177	110	163	35	10	10	10	87	145	94	169	10	10	1063	172	666	10	10	248	160	10	329	225	199	311	66	113	38	19	10	135	10	10	10	10	10	10	10	117	10	12	83	248	108
"U64998_at"	10	10	10	10	96	10	10	10	10	10	351	10	10	10	13	10	10	870	1061	10	10	10	10	10	10	10	10	10	21	454	10	10	10	204	10	10	10	10	10	10	10	10	16	10	72	10	10	10	10
"U65011_at"	201	10	10	167	1087	196	819	24	28	318	112	268	284	438	79	247	10	23	41	24	10	10	350	42	10	1020	10	83	160	207	10	10	28	639	30	36	1923	13	10	56	28	221	509	702	360	2015	253	10	10
"U65092_at"	10	2128	26	65	10	10	10	83	348	674	10	10	107	10	10	10	114	303	10	10	155	10	152	158	30	121	241	10	160	10	10	152	47	10	97	10	10	119	10	527	10	18	27	96	10	95	10	10	10
"U65093_at"	296	55	266	10	10	254	10	402	10	11	313	10	146	144	399	250	10	178	10	971	10	103	36	10	10	10	257	76	101	786	367	336	370	513	339	81	55	242	310	649	10	442	143	273	10	328	305	151	549
"U65404_at"	10	10	79	10	159	10	84	10	10	11	1175	1984	10	10	123	193	10	10	1518	10	230	101	10	21	48	232	231	10	58	831	10	10	10	10	10	10	10	317	10	10	10	10	10	221	33	55	10	10	85
"U66036_at"	59	42	22	107	155	76	139	34	47	128	1781	1117	51	10	29	32	198	94	10	52	10	55	10	28	112	74	10	35	29	502	10	32	10	62	77	12	164	57	10	25	76	15	56	10	68	10	125	76	46
"U66088_at"	10	136	212	94	262	98	473	10	69	146	47	10	143	121	134	294	10	179	10	10	505	16	100	10	194	97	10	94	152	801	142	148	10	77	209	50	26	46	70	222	226	184	89	10	184	10	16	264	261
"U66359_at"	170	65	10	10	10	10	175	133	212	230	10	10	10	10	75	86	10	10	142	168	10	10	248	138	10	10	10	10	10	662	10	17	241	106	10	10	10	152	135	122	10	10	137	23	10	10	10	10	10
"U66619_at"	308	46	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	170	10	197	10	10	10	10	10	10	10	10	35	10	742	10	187	10	10	532	1006	10	541	10	10	271	10	10	10	10	10
"U66702_at"	248	747	211	98	244	10	83	25	142	159	181	304	12	83	20	10	202	10	10	76	10	130	129	38	10	116	53	10	10	63	124	246	96	10	117	13	257	83	524	84	106	101	31	116	10	114	10	10	65
"U67615_at"	96	53	10	55	193	51	10	86	62	12	10	639	10	10	56	85	53	153	10	10	24	156	167	10	17	10	10	66	10	11	82	90	34	74	95	62	120	80	230	10	10	65	129	363	20	10	96	10	68
"U67849_at"	218	232	367	285	705	360	278	108	95	10	10	10	235	513	334	179	386	333	1556	226	10	261	40	533	49	10	404	89	259	10	10	10	10	10	10	10	10	156	151	159	107	189	152	10	135	167	10	10	123
"U67932_s_at"	100	138	167	93	92	104	10	86	15	10	10	73	150	178	10	128	32	133	10	135	10	10	143	137	63	116	300	126	29	95	10	39	120	109	10	10	146	129	10	10	120	90	53	191	10	22	96	187	114
"U68019_at"	739	10	413	10	10	10	462	91	91	128	10	877	10	112	10	10	10	32	371	10	10	10	10	10	81	10	10	10	88	10	10	10	284	135	10	151	10	249	224	10	10	10	10	10	10	10	10	10	168
"U68233_at"	460	371	145	433	930	78	260	92	10	10	10	240	517	275	73	99	452	383	1323	10	512	10	10	10	147	10	166	52	106	102	78	10	50	16	357	100	10	10	390	210	24	229	148	10	83	10	127	290	163
"U68385_at"	96	124	105	56	10	105	10	42	260	201	426	797	10	154	62	75	71	177	288	137	299	137	10	74	14	13	10	50	10	10	167	781	193	103	43	60	10	323	81	60	80	10	49	13	48	10	50	10	10
"U68536_at"	61	121	26	10	110	106	92	37	38	13	330	707	10	10	142	77	85	71	1313	36	156	52	14	27	32	10	117	48	10	10	73	41	33	53	20	93	12	10	33	142	10	83	28	10	10	21	24	182	131
"U68723_at"	221	25	111	10	344	403	107	10	171	455	10	10	106	115	84	425	156	56	1038	10	10	614	176	468	10	10	619	10	285	795	278	10	10	266	10	138	10	10	137	174	10	10	37	146	52	145	224	146	61
"U70370_at"	10	10	10	10	10	10	377	152	10	15	10	914	10	132	10	10	401	10	88	10	10	10	321	10	10	103	101	10	10	10	10	10	10	10	10	10	13	10	10	43	10	327	10	83	10	97	27	10	243
"U70732_rna1_at"	156	10	10	402	10	10	10	10	10	10	10	10	330	233	346	332	153	10	10	375	228	545	919	3012	10	673	306	127	270	10	10	10	10	770	555	155	474	65	1071	460	10	278	253	14	10	390	246	46	106
"U71207_at"	23	10	10	10	10	10	10	14	125	10	10	457	174	172	503	88	10	34	418	10	10	277	645	10	48	84	86	431	10	10	333	11	10	504	10	10	44	126	208	180	134	21	229	108	83	10	636	76	142
"U71364_at"	97	266	10	10	10	532	10	10	10	10	10	10	10	10	78	10	61	242	10	129	10	10	10	540	10	10	10	10	10	10	10	10	10	10	131	398	163	10	10	189	10	42	283	10	10	10	145	10	450
