	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"34245_at"	69.6	10	259	32	10	469	92	233	242	38	99	10	543	60	10	190	148	10	172	325	10	135	334	10	313	10	10	100	129	10	10	10	10	152	10	10	151	10	283	285	286	100	296	72	505	268	526	256	535	38	10	67	420	279	137	561	552	419	501	164	328	10	561	332	103	589	318	553	390	262	10	374
"34251_at"	42.5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1288	10	10	10	10	10	10	783	16	10	10	10	198	10	716	10	684	668	131	1362	1587	1822	130	936	10	576	10
"34258_at"	10	363	10	144	231	162	229	294	206	15	122	129	642	220	143	101	10	142	164	10	73	259	103	94	199	55	94	12	318	94	10	10	126	832	70	41	413	197	10	169	675	216	167	228	111	13	10	399	291	10	10	286	13	10	222	10	10	10	10	27	589	160	268	10	10	153	10	508	40	10	61	414
"34259_at"	10	10	10	10	10	10	10	10	10	10	10	51	10	10	769	1165	490	966	175	320	260	1039	10	10	540	333	1368	10	10	1278	10	1206	729	10	10	250	361	602	10	2530	648	10	10	99	10	10	10	10	10	10	764	897	343	147	260	624	173	10	10	10	10	10	10	10	911	10	10	10	10	10	10	10
"34261_at"	10	261	10	322	434	10	392	267	597	421	274	66	1025	296	501	376	301	465	257	297	29	429	10	10	487	414	956	555	10	597	353	408	304	10	10	50	1187	10	541	443	1098	946	705	1446	10	13	10	414	10	10	602	658	128	155	504	10	180	110	10	199	10	96	486	348	476	10	10	10	100	10	299	111
"34262_at"	156.8	231	10	10	16	10	213	199	316	351	716	308	276	182	10	180	407	10	520	68	329	58	162	216	456	10	901	195	881	245	119	338	284	1886	447	10	245	10	373	419	2284	1036	952	251	346	333	453	316	10	10	518	1212	1238	357	966	10	10	376	516	922	10	112	10	10	908	341	10	332	252	667	705	10
"34272_at"	10	1048	10	317	255	980	569	349	498	1137	864	690	467	980	10	112	668	370	607	1004	436	549	10	610	399	10	558	10	507	304	15	453	52	751	398	10	10	567	10	139	280	10	571	485	1145	275	10	276	50	10	516	479	732	10	408	39	10	10	10	162	10	10	117	10	632	463	10	10	473	10	717	10
"34283_at"	169	67	10	285	238	114	206	182	1040	353	821	185	10	1001	669	1511	109	225	337	203	396	473	10	10	807	169	877	505	828	211	924	428	414	1980	134	708	1036	1150	387	636	152	1514	596	1745	94	41	359	120	160	245	10	10	30	363	317	10	10	21	10	10	10	10	29	10	266	20	105	10	92	10	91	10
"34288_at"	134.5	303	10	416	10	230	256	194	10	10	10	497	10	10	10	10	394	10	20	22	10	10	114	199	88	106	96	10	10	41	81	10	101	355	10	43	10	824	10	103	477	131	63	564	10	10	10	36	10	15	10	10	10	111	10	16	10	10	58	10	199	10	10	10	10	10	10	10	10	10	10	10
"34656_at"	45.2	37	162	68	176	189	10	236	63	48	123	80	10	156	10	69	10	42	162	186	80	152	184	103	94	129	51	10	36	27	155	170	10	17	27	102	10	10	149	251	92	10	42	353	278	10	184	10	10	10	10	121	10	10	386	10	64	10	10	175	27	10	417	218	10	178	542	50	10	118	13	180
"34659_at"	102.6	597	200	237	39	490	241	148	471	442	590	272	200	711	335	512	113	91	329	192	188	316	30	322	448	10	388	10	492	460	172	165	28	135	230	293	197	295	100	330	524	22	289	10	217	10	112	37	10	14	116	226	360	10	26	246	10	10	10	10	10	14	10	10	10	101	28	383	10	10	10	10
"34660_at"	112.5	366	56	581	10	160	385	583	10	5535	774	92	305	10	10	526	675	100	934	1578	148	86	348	80	1537	4095	965	10	1475	1132	578	1076	760	2621	2451	108	1599	1022	582	453	511	1017	2197	1931	250	1814	474	493	10	10	2005	2519	460	10	10	413	176	3078	233	2082	1189	321	907	3530	3427	1026	382	55	5382	1188	443	10
"34674_at"	10	311	10	114	10	1128	263	27	148	789	10	781	263	290	196	299	143	566	397	184	70	10	62	39	10	67	172	81	81	10	10	10	144	10	112	10	10	337	238	10	10	552	10	283	145	10	362	10	105	10	10	10	181	155	10	10	43	371	10	348	10	23	184	10	10	10	150	10	299	215	134	10
"34678_at"	79.1	25	105	10	43	144	203	220	13	543	17	140	108	215	10	16	165	257	286	176	72	177	169	103	138	547	405	186	122	78	229	192	163	2244	92	335	689	206	10	86	900	44	1592	396	10	471	80	160	10	10	384	1132	384	173	10	149	10	677	10	1210	10	438	467	567	1083	52	208	10	1608	111	92	20
"34682_at"	10	23	10	10	307	10	114	299	10	185	170	233	10	10	31	10	10	10	100	131	90	357	10	10	68	10	61	10	10	39	121	10	349	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	278	10	10	57	261	249	10	10	10	555	10	553	10	10	10	10
"34683_at"	152.8	10	74	10	82	10	10	10	10	10	10	10	10	10	10	10	10	10	10	136	36	10	62	10	10	10	88	10	10	10	10	10	10	10	10	10	10	10	10	209	610	10	10	10	10	10	10	10	10	10	10	221	10	10	10	10	485	410	10	31	395	1600	549	66	10	240	1585	521	236	22	10	10
"34689_at"	10	144	10	10	1281	1643	387	1364	352	159	10	941	2488	10	12	10	10	10	484	10	1267	295	10	10	880	824	587	10	10	139	10	10	10	18	553	72	10	10	10	10	10	10	752	10	10	10	10	10	10	282	10	371	10	53	10	10	10	10	10	10	10	1155	10	10	1861	1780	10	10	1433	10	10	10
"34698_at"	19.1	60	114	10	248	43	40	28	10	76	10	134	10	10	10	10	10	10	10	156	178	10	10	142	10	11	158	10	10	10	114	78	10	482	28	10	10	10	77	10	157	10	10	10	175	275	10	10	10	308	144	10	10	91	10	10	848	10	99	393	10	162	10	10	10	65	477	387	10	10	32	10
"34701_at"	610.5	206	299	10	960	148	708	336	171	10	10	10	10	371	165	10	10	10	10	217	10	293	496	10	10	10	10	272	10	10	106	10	10	10	10	98	10	10	64	156	10	163	10	10	1466	353	1145	236	592	204	458	10	10	271	10	1468	10	1425	580	836	10	424	228	2316	131	10	612	10	469	778	457	10
"34702_f_at"	339.8	10	10	10	237	124	960	825	10	10	934	10	144	10	418	10	10	10	20	10	10	10	719	10	10	10	522	10	352	10	168	10	10	10	10	10	10	10	10	159	10	861	10	685	27	10	10	32	264	664	10	10	90	10	250	63	10	10	10	10	10	322	10	10	10	10	12	1091	10	10	2378	2187
"34703_f_at"	453.7	42	54	10	505	10	632	494	10	10	396	10	103	658	667	10	10	10	190	126	169	59	524	10	10	10	368	10	249	10	172	10	10	10	10	10	10	10	259	53	177	503	245	380	615	10	275	345	72	368	10	238	184	10	370	98	212	10	10	10	33	239	10	86	10	20	175	919	105	1642	3932	4259
"34714_at"	13.7	10	10	20	22	113	10	10	10	120	23	94	260	10	10	10	28	380	195	59	10	138	10	52	439	209	284	312	1261	326	86	748	458	1743	549	202	582	736	417	256	2708	10	1520	641	47	662	676	313	64	10	711	2394	10	10	77	51	10	928	77	939	10	362	590	635	1883	359	131	50	3187	72	181	10
"34718_at"	201.2	159	142	10	122	63	187	10	57	177	95	33	91	10	42	222	183	46	286	1120	498	17	35	55	124	66	139	67	10	147	353	59	10	104	10	90	67	20	74	49	10	10	74	98	10	73	23	35	450	322	10	171	57	292	46	126	229	10	209	10	88	10	125	10	10	97	287	162	112	10	10	199
"34720_at"	129.4	181	10	10	352	10	17	87	56	54	108	10	10	240	28	10	10	10	128	96	10	16	10	10	10	10	10	10	10	10	161	143	10	217	37	10	10	10	285	10	10	10	243	167	83	401	349	256	10	10	10	528	325	140	626	469	269	640	10	186	490	10	879	83	164	554	461	107	233	385	267	389
"34724_at"	150.2	44	48	10	52	89	101	10	10	178	248	10	10	10	10	10	159	10	10	557	10	90	121	10	131	10	185	56	10	106	87	10	33	10	10	322	126	10	608	275	458	90	63	53	10	46	29	124	10	137	95	14	10	199	149	22	10	10	10	83	10	121	10	10	10	10	38	10	10	10	221	10
"34730_g_at"	2423.1	116	10	497	955	10	1156	1389	473	10	2593	776	657	1772	243	731	251	10	1135	1550	264	1001	10	400	10	10	10	10	1442	10	10	10	10	10	10	691	10	1204	10	10	10	756	10	10	10	297	434	10	10	918	10	269	10	10	10	10	531	471	551	462	479	119	10	10	10	10	10	1634	10	458	429	320
"34734_at"	35.8	145	10	119	139	64	191	74	10	60	109	191	113	146	10	17	19	103	104	10	96	25	175	123	102	95	112	10	10	60	78	53	10	142	271	10	10	10	10	117	115	43	40	130	125	169	192	38	10	123	10	93	125	27	10	229	10	61	45	131	10	10	125	10	59	93	10	10	10	24	174	63
"34737_at"	203.4	545	17	261	103	131	238	104	461	337	107	297	55	363	39	442	10	76	356	224	10	381	204	27	213	10	350	148	10	184	262	32	122	186	151	59	466	268	34	123	746	226	438	491	10	29	10	10	10	10	18	921	346	335	10	10	10	10	10	10	10	10	170	10	534	10	210	10	260	10	10	10
"34739_at"	807.2	1671	586	1106	412	1356	1384	1041	499	1233	1682	515	686	900	271	1028	273	30	858	448	572	907	1239	400	359	223	106	10	130	252	300	474	458	313	10	10	962	31	40	51	10	39	10	44	76	90	122	10	73	354	10	10	198	357	204	131	406	45	109	266	166	659	10	51	10	271	1316	590	80	145	29	79
"34744_at"	10	230	10	405	121	52	223	10	10	166	77	71	10	57	10	288	10	178	10	106	10	375	137	41	110	80	190	228	378	10	10	13	10	53	10	10	66	10	233	304	10	340	10	332	10	10	10	10	10	10	95	10	10	10	10	10	10	10	10	10	226	10	10	10	10	10	10	10	10	10	10	10
"34760_at"	30.6	60	10	10	343	10	10	114	34	1280	37	250	106	10	10	76	337	60	474	326	170	94	10	98	634	807	537	98	169	523	1338	1055	409	3500	18	37	692	801	190	377	1685	422	1541	1557	1492	1981	1024	1511	323	514	984	490	1890	1411	10	2359	858	990	762	2856	1057	1207	2210	3349	2932	1283	831	494	2573	1070	616	519
"34761_r_at"	117.1	259	57	313	32	51	75	10	179	97	109	137	17	144	10	38	104	136	154	122	16	129	33	117	46	189	10	10	114	17	10	163	27	875	10	49	39	252	28	10	274	10	10	10	806	43	162	10	10	504	254	404	142	10	10	856	155	156	10	216	350	64	300	664	79	439	430	164	452	81	38	62
"34770_at"	10	147	28	17	101	56	20	71	10	10	10	117	55	10	10	10	10	10	71	20	103	115	15	10	10	181	10	20	81	10	54	20	25	598	80	25	10	270	63	10	103	59	41	114	391	59	113	30	10	10	10	21	16	110	10	110	148	116	10	10	218	84	163	10	79	234	115	71	121	110	10	10
"35135_at"	10	574	232	273	246	283	1162	563	657	777	993	10	477	871	447	867	58	693	836	236	140	1632	246	10	937	266	682	514	157	568	277	548	792	315	10	800	1047	10	10	1686	1026	886	380	882	10	10	10	10	260	491	65	99	215	180	10	520	10	144	10	10	10	110	10	10	861	10	398	148	1182	10	361	10
"35141_at"	853.5	2229	10	1601	707	1932	853	1144	1263	2549	1792	530	100	1786	1651	3093	1477	1687	1431	401	10	1375	1156	1683	1666	687	902	530	839	1218	491	493	196	18	2115	2042	764	215	180	1889	1121	472	429	825	10	10	10	158	208	10	460	719	311	10	1000	176	10	10	10	10	10	105	10	204	51	10	10	10	78	199	723	10
"35149_at"	132.5	783	50	242	287	448	235	193	10	10	174	121	10	160	58	10	10	81	176	29	132	28	10	192	10	83	136	10	10	10	10	10	52	225	10	258	10	172	10	10	573	23	355	10	10	10	10	10	10	10	64	10	10	171	10	10	10	10	10	314	10	10	113	143	80	10	41	10	10	216	10	10
"35151_at"	838.6	3470	10	2921	123	2909	1080	1584	2601	2558	1149	1408	2655	2956	4274	5404	53	5841	3312	1600	151	2330	1423	715	2297	1185	2784	1915	489	1548	1292	10	10	2480	1664	4366	2679	1414	827	1119	4335	4080	4204	4895	10	1121	3633	2645	10	10	2752	4075	797	492	1131	10	10	10	10	10	10	288	10	10	1938	10	10	10	1696	10	1702	376
"35155_at"	989	438	585	26	871	149	608	10	296	60	586	10	10	627	560	351	403	10	560	1058	10	496	601	535	508	11	1040	527	17	303	202	10	10	10	10	552	545	503	1625	162	222	10	10	10	272	10	432	775	145	583	484	416	1232	1109	1936	1046	1468	278	646	955	561	1347	2008	154	38	10	538	10	167	992	2107	2121
"35158_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	473	283	10	10	300	5578	10	10	10	10	10	10	10	242	572	10	10	10	2351	866	10	10	32	10
"35162_s_at"	10	10	54	62	13	10	40	100	68	77	10	34	10	137	10	10	165	79	10	41	10	160	15	72	39	40	10	10	41	45	48	64	41	69	10	124	18	101	128	78	248	103	110	10	222	10	527	261	235	127	97	79	67	176	224	140	114	263	333	73	54	19	319	1640	48	254	78	190	130	188	17	10
"35164_at"	1301.8	3134	548	3602	3810	10	2167	10	3446	6192	8289	957	1242	10098	796	233	595	548	2483	4711	1324	24	10	10	10	10	10	10	10	10	10	239	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"35176_at"	213	1138	10	889	603	308	491	751	159	963	474	983	997	912	1185	1299	10	357	633	370	10	578	292	151	823	540	318	584	351	212	10	193	10	1309	267	1271	10	514	10	10	1200	10	289	582	178	10	10	574	368	579	424	695	373	149	10	97	62	10	514	526	10	10	10	10	151	10	10	10	238	10	260	10
"35179_at"	158.7	370	290	10	10	138	325	10	10	10	10	10	10	448	92	10	688	10	10	10	151	307	10	174	404	209	688	93	10	263	143	24	10	10	10	10	10	10	257	662	574	334	10	116	10	10	10	10	206	19	47	10	188	10	10	10	10	10	10	10	10	228	10	10	279	10	10	10	329	10	10	10
"35182_f_at"	281.6	927	10	361	497	50	282	10	10	10	10	226	264	10	502	290	619	299	369	164	250	712	54	33	478	484	371	370	270	300	209	63	197	267	149	10	494	35	10	10	10	10	126	651	63	143	151	10	584	282	73	10	286	612	404	10	819	10	1280	918	10	523	195	10	10	22	10	138	10	10	10	10
"35183_at"	333.3	65	42	10	397	196	145	234	376	72	110	10	55	341	10	10	10	10	54	388	30	552	206	86	141	253	205	29	10	10	10	46	95	315	55	10	10	10	235	309	337	159	172	204	770	327	559	190	10	85	10	100	232	361	219	238	387	155	10	339	10	10	578	10	162	193	310	427	205	738	376	206
"35191_at"	10	10	80	446	10	93	10	10	10	10	10	111	10	170	326	400	10	10	10	10	10	220	419	10	10	10	10	10	346	291	10	231	10	10	10	10	10	10	10	10	935	10	10	77	10	164	10	10	299	521	10	16	10	225	10	10	10	33	10	12	10	10	10	10	10	10	223	10	10	10	1219	849
"35192_at"	274.5	218	265	10	290	266	10	10	274	10	10	149	218	1166	10	10	907	10	233	1342	166	243	243	176	276	280	239	585	64	57	391	10	106	505	320	17	171	10	671	10	312	10	613	10	10	10	348	10	10	10	137	78	10	345	110	319	406	10	10	10	10	10	449	10	208	333	321	224	217	10	212	10
"35198_at"	1205.6	92	134	10	176	105	112	291	404	462	10	10	10	10	100	10	4068	19	10	464	166	10	108	41	833	269	677	932	82	942	362	409	182	662	338	578	151	49	990	267	92	237	118	175	10	10	100	10	26	34	16	10	19	649	120	10	186	10	111	359	327	274	102	305	275	90	10	430	10	90	718	151
"35216_at"	10	195	10	10	382	10	370	10	806	10	930	149	10	10	10	1002	11	466	226	173	254	1451	10	10	983	441	374	10	703	139	384	273	669	10	207	835	10	94	489	1836	10	703	79	1835	652	10	156	10	10	10	10	10	317	158	10	505	369	10	10	172	10	10	213	10	10	10	253	492	10	11	10	10
"35222_at"	241.7	275	32	414	322	527	380	254	458	511	562	383	515	288	341	540	10	197	772	215	134	332	145	167	94	91	446	170	10	10	117	151	44	231	44	669	250	205	77	179	278	779	110	419	34	37	10	10	10	10	10	119	23	133	96	10	10	10	10	92	10	10	15	10	10	10	32	10	10	10	10	18
"35224_at"	116.8	10	762	2035	10	10	10	257	337	10	10	513	87	10	10	130	343	30	19	10	213	332	10	104	35	210	76	97	1155	10	10	120	57	721	116	319	134	454	559	74	33	248	10	300	687	670	173	275	10	163	603	2433	39	10	155	1033	207	2037	541	658	744	416	630	2384	966	2930	1586	1463	458	456	10	236
"35225_at"	99	397	10	38	566	10	544	10	158	10	237	10	240	127	396	10	10	10	86	10	10	660	100	10	155	270	222	223	10	233	202	10	10	10	10	140	304	10	10	330	213	428	62	10	10	10	10	10	10	10	24	10	10	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	134	10	10	10
"35228_at"	893.7	452	369	1113	2807	740	994	944	1900	582	871	1092	1594	399	711	1310	456	844	935	768	285	2575	349	137	828	672	212	2803	201	497	232	302	1529	69	10	95	496	171	435	1877	770	1209	1696	1156	657	10	14	376	10	10	110	1239	748	1271	10	223	249	32	350	10	10	48	311	46	92	10	1253	10	15	10	616	10
"35234_at"	432	2372	10	294	598	1206	1608	1475	238	855	2168	364	302	870	10	451	10	164	853	43	100	144	963	794	362	204	406	58	24	211	42	137	239	2883	10	145	421	379	14	170	446	847	510	750	10	107	10	32	10	10	420	206	90	10	135	214	10	10	10	10	10	10	10	10	127	44	10	10	10	154	10	10
"35246_at"	524.1	1442	170	10	128	222	178	136	201	10	65	10	10	142	10	10	10	67	10	10	10	152	55	70	167	101	207	48	10	10	10	143	223	10	64	479	10	10	94	313	39	10	10	33	10	109	242	10	10	10	10	127	138	26	238	10	36	20	10	11	10	240	10	10	10	10	94	156	10	10	10	10
"35250_at"	137.9	24	10	10	263	10	10	242	133	53	10	10	52	10	96	63	25	10	364	100	10	17	10	10	84	18	10	10	224	203	307	135	83	487	55	74	71	31	88	69	920	320	101	393	416	37	124	10	10	282	107	245	115	10	85	190	64	10	76	495	245	229	1015	411	10	542	568	66	160	267	298	216
"35614_at"	8280.1	12104	1257	4307	2025	7357	14592	13382	1763	3311	16000	990	290	4491	1037	3825	522	1358	5219	722	64	2414	4631	5191	566	292	1089	818	141	398	546	431	102	482	128	1139	522	1197	200	305	1089	1288	348	857	10	10	314	459	100	10	10	474	79	109	68	41	10	10	54	10	10	10	10	164	116	10	36	10	110	84	209	10
"35621_at"	343.7	651	209	460	1041	206	246	10	10	52	994	78	211	24	10	10	293	575	121	12	261	83	747	370	255	175	391	66	10	459	500	10	10	10	373	10	236	10	523	246	849	49	193	402	255	199	423	781	319	260	599	677	56	108	10	10	450	52	485	426	201	29	10	10	1219	10	10	10	10	517	10	473
"35628_at"	1412.4	992	173	531	1055	1035	1484	981	1089	882	481	345	623	899	825	727	903	640	917	10	116	637	1052	10	268	154	460	953	220	250	572	103	993	608	10	101	80	306	10	10	10	124	10	935	10	10	10	10	955	10	187	36	10	10	260	10	10	10	522	10	10	428	10	10	149	10	10	10	10	10	10	10
"35637_at"	10	702	10	10	283	10	148	146	10	10	233	10	312	284	360	10	10	41	10	654	316	10	10	107	10	10	10	10	10	10	10	406	10	10	10	942	302	10	10	846	2193	111	868	92	1087	155	743	233	901	447	1674	403	1035	1116	389	952	813	236	10	2130	774	10	574	1100	10	1497	671	695	1057	10	165	893
"35638_at"	21.4	10	10	10	10	181	10	216	10	10	10	19	10	51	33	53	10	48	59	109	58	10	50	73	10	10	320	33	39	33	10	10	10	364	10	10	10	50	96	243	86	67	109	245	102	43	93	10	26	277	10	271	10	214	60	10	52	103	271	212	10	10	193	289	10	10	10	81	143	10	59	3140
"35648_at"	8701.6	8390	3842	7207	6462	9504	11371	11352	15337	6645	13195	2619	2603	11136	12771	15543	704	3184	11306	2316	6603	12725	8315	3480	2909	243	4176	3991	4683	2932	3461	4522	4745	2786	368	8382	2313	4944	519	2464	213	9937	2942	7930	840	36	968	64	430	2148	39	10	15	175	2910	169	302	10	233	128	319	10	10	10	10	10	2130	238	249	25	10	10
"35659_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	582	10	10	10	10	10	10	10	810	1547	10	433	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1331	10	10	10	1088	10	403	169	10	10	10	10	10	10	10	10	10	10	444	10	459	1904	2662	526	10	10	3246	10	10	10
"35662_at"	685.9	441	115	473	286	298	677	17	10	10	252	497	85	391	345	464	149	232	126	243	55	228	221	318	19	10	188	235	72	98	23	106	10	246	10	739	181	892	39	104	616	1008	222	651	107	10	202	10	10	10	348	99	228	390	78	197	10	10	157	164	22	506	271	10	215	10	364	340	376	10	27	246
"35663_at"	10	10	10	10	10	10	10	1296	10	10	10	78	10	10	10	10	10	10	10	10	10	10	10	40	3697	10	872	121	11202	10	10	10	10	111	1735	10	10	10	5020	45	10	210	10	36	10	123	10	10	10	908	10	10	10	10	10	10	1434	10	10	2582	10	10	296	10	10	10	44	156	152	1367	10	10
"35667_at"	277.2	171	10	10	140	83	98	20	36	10	82	10	10	337	10	10	10	10	17	221	10	251	82	46	158	10	215	10	10	10	10	240	10	324	16	127	10	242	384	559	855	10	262	359	10	10	502	87	10	10	10	265	166	875	535	591	897	769	10	957	10	10	503	480	217	10	157	67	528	785	156	585
"35669_at"	452.5	656	10	10	10	918	1381	747	3715	1769	5190	10	508	5722	980	95	10	10	577	10	1300	3536	297	174	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"35670_at"	10	10	10	10	10	10	10	10	1499	10	10	10	10	1169	598	469	10	10	10	10	10	10	10	10	10	10	625	10	347	10	10	10	37	10	10	41	10	1349	61	215	10	45	10	10	10	10	10	10	10	10	10	10	10	10	1281	10	10	10	10	10	10	10	10	10	22	10	10	10	10	10	10	10
"35673_at"	113.5	169	36	87	148	90	222	215	363	16	349	10	22	257	92	79	10	10	342	122	17	134	260	10	62	97	10	10	10	10	10	10	43	191	182	10	10	10	29	69	235	10	10	124	278	47	224	10	10	41	10	47	265	480	255	205	264	282	10	190	10	142	439	10	55	342	131	338	96	179	243	10
"35674_at"	10	10	10	10	10	10	32	484	10	121	134	253	489	10	10	146	10	10	10	10	199	10	10	265	10	10	10	10	85	10	571	10	100	369	10	10	10	10	10	10	835	54	10	10	582	112	286	307	10	10	234	14	10	10	10	534	10	54	29	19	10	10	10	10	10	312	10	799	10	10	10	10
"35691_r_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1137	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	253	554	10	1330	10	1582	10	10	10	207	10	169	10	10	10	10	10	10	10	10	10	4154	259	2944	1279	6067	10	4110	3476	10	3865	1987	2721	10	10	10	10
"35701_at"	11.7	314	10	151	10	63	84	10	331	10	10	23	10	10	504	389	10	658	10	10	10	432	66	10	327	147	334	36	390	10	10	61	421	10	10	10	10	253	10	630	347	467	221	696	10	236	10	10	10	10	10	522	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"35702_at"	126.5	10	32	37	97	40	10	57	16	367	10	10	143	347	10	10	10	100	257	99	40	94	121	34	20	10	10	69	110	39	286	29	72	118	10	260	10	10	89	244	17	10	186	100	10	10	230	10	10	93	455	72	238	122	10	165	177	10	10	385	528	10	178	10	10	432	10	124	130	158	152	11
"35703_at"	63.7	10	447	3601	1600	10	10	10	166	410	10	2960	398	10	10	10	10	654	918	1026	579	10	10	10	1301	234	366	260	2954	38	10	10	491	1895	444	1595	552	401	1124	2497	10	1177	930	10	692	486	10	10	10	1296	10	10	10	10	10	10	10	1278	10	10	10	295	10	10	10	630	10	10	314	10	496	384
"35704_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	10	10	10	10	10	10	10	10	10	10	10	76	10	10	10	10	10	10	10	10	3655	10	10	10	10	10	50	10	10	10	835	205	30	10	10	10	10	184	10	10	10	10	10	300	587	10	10	44	871	10	10	10
"35714_at"	10	208	10	3529	479	128	10	10	10	1070	10	914	538	10	10	382	498	755	2580	10	10	10	10	10	10	104	10	10	60	10	10	88	28	392	10	10	10	10	10	10	401	10	57	10	10	227	10	317	41	160	1358	1921	84	10	10	729	10	192	10	10	10	599	274	661	2691	266	10	10	446	230	10	10
"35715_at"	134.3	767	10	856	10	766	307	474	563	1058	832	421	10	1067	742	1899	1654	2378	370	10	720	661	10	10	1345	560	430	507	1310	146	318	216	10	10	565	976	281	584	591	304	610	385	10	289	10	458	10	521	10	974	565	1981	947	10	740	859	10	10	10	682	287	10	284	294	1694	321	495	662	10	10	10	10
"35728_at"	62.2	10	10	10	271	297	202	196	190	148	402	10	10	79	10	10	10	259	71	403	37	227	347	63	227	407	227	114	14	10	10	150	259	188	10	135	10	10	383	141	179	10	184	198	188	119	221	10	10	10	10	10	200	565	31	135	10	77	10	111	10	89	69	10	61	149	165	111	149	85	10	10
"35979_at"	208.6	372	705	182	734	10	309	311	281	211	42	395	685	517	369	297	928	26	316	10	10	10	10	17	472	146	627	525	376	10	389	67	10	839	51	224	641	41	10	10	598	470	771	827	10	10	10	137	10	232	267	386	10	16	10	283	1116	10	10	10	2280	449	193	49	10	411	501	91	614	10	309	433
"35980_at"	10	41	10	62	348	60	59	16	376	450	102	10	13	712	10	1609	74	145	10	10	409	89	94	10	123	10	775	189	10	328	64	10	10	502	42	836	443	236	103	224	10	193	154	409	148	10	104	10	10	10	59	251	61	126	1094	84	18	10	10	99	10	41	61	10	102	10	10	278	246	113	236	10
"35984_at"	366	814	312	42	130	385	703	394	10	567	764	44	304	186	10	540	10	82	441	191	140	246	341	126	386	224	399	10	95	147	158	120	68	167	199	222	103	10	10	63	120	35	122	215	10	10	10	10	10	13	10	10	23	21	261	10	98	10	10	10	10	165	10	10	10	10	139	10	10	10	92	10
"35989_at"	10	203	10	10	10	79	91	441	113	10	232	10	10	10	10	10	10	10	220	300	82	269	377	10	10	85	10	10	10	10	142	87	124	170	69	250	10	10	295	242	692	10	175	276	60	242	369	10	10	10	10	224	238	288	235	344	26	830	10	10	10	10	634	10	10	10	698	10	556	239	113	277
"35994_at"	49	156	10	10	762	395	342	176	10	13	116	10	342	10	61	10	10	10	42	421	124	10	318	10	124	93	244	123	10	10	10	29	10	75	10	10	97	10	10	228	795	426	10	108	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	49	10	10	10	10	10	10	10	10	10	10
"36021_at"	8544.1	12552	2869	15265	7446	6991	15520	13114	16000	8154	16000	11222	9944	16000	16000	16000	2071	8441	16000	3553	5600	16000	15915	1300	3337	10	9572	6499	7150	4553	5444	662	839	9290	3051	16000	3586	9550	5720	4214	74	16000	1240	5757	231	116	1217	461	2855	237	180	130	10	159	8831	251	10	131	682	152	10	30	210	350	10	10	176	10	51	33	122	184
