	"Brain_MD_12"	"Brain_MD_61"	"Brain_MD_15"	"Brain_MD_57"	"Brain_MD_33"	"Brain_MD_64"	"Brain_MD_17"	"Brain_MD_62"	"Brain_MD_63"	"Brain_MD_32"	"Brain_MGlio_1"	"Brain_MGlio_2"	"Brain_MGlio_3"	"Brain_MGlio_4"	"Brain_MGlio_5"	"Brain_MGlio_6"	"Brain_MGlio_7"	"Brain_MGlio_8"	"Brain_MGlio_9"	"Brain_MGlio_10"	"Brain_Rhab_1"	"Brain_Rhab_2"	"Brain_Rhab_3"	"Brain_Rhab_4"	"Brain_Rhab_5"	"Brain_Rhab_6"	"Brain_Rhab_7"	"Brain_Rhab_8"	"Brain_Rhab_9"	"Brain_Rhab_10"	"Brain_Ncer_1"	"Brain_Ncer_2"	"Brain_Ncer_3"	"Brain_Ncer_4"	"Brain_PNET_1"	"Brain_PNET_2"	"Brain_PNET_3"	"Brain_PNET_4"	"Brain_PNET_5"	"Brain_PNET_6"	"Brain_PNET_7"	"Brain_PNET_8"
"X67594_at"	278	10	10	90	10	74	10	499	64	10	157	10	10	10	10	10	474	93	10	324	156	30	87	612	91	10	291	161	76	260	12	10	10	10	94	45	10	1435	10	667	425	64
"X67734_at"	231	10	434	484	45	347	111	10	163	10	10	1704	568	348	10	477	10	10	10	10	209	10	10	10	10	10	158	10	10	10	1699	10	10	10	10	10	10	959	10	10	1032	10
"X68149_at"	10	10	29	10	18	10	10	10	12	10	10	60	770	10	10	10	10	20	444	263	10	10	10	10	10	10	10	10	10	10	10	10	599	10	10	10	10	10	10	44	10	10
"X68314_at"	69	118	119	142	10	346	10	205	10	10	252	10	10	318	10	10	10	10	10	89	10	148	10	10	10	95	93	78	107	10	10	10	10	10	10	10	10	10	10	672	10	10
"X69089_at"	10	10	14	29	10	10	10	10	10	10	110	360	10	10	10	10	92	10	211	10	10	145	10	10	10	93	10	32	10	10	10	64	57	10	228	10	10	43	10	10	10	55
"X69819_at"	114	10	10	10	200	20	10	10	10	10	10	10	10	10	10	120	10	66	10	10	107	126	31	355	109	148	83	65	93	70	54	10	10	118	10	314	10	10	10	10	23	10
"X70070_at"	10	10	10	10	10	488	10	10	10	956	764	10	10	10	892	10	10	10	10	10	10	10	10	838	120	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	933	10
"X70340_at"	10	139	25	10	10	10	10	194	10	10	69	191	10	371	10	10	173	10	412	131	10	10	10	943	10	26	10	253	10	10	261	144	362	105	10	78	10	40	10	10	70	139
"X71135_at"	10	10	10	10	120	10	10	446	243	885	10	10	1424	10	299	47	10	10	10	314	10	10	155	10	10	74	75	111	10	10	10	1768	10	1077	10	10	10	10	1446	10	10	10
"X72012_at"	154	10	10	36	54	10	10	244	124	10	10	885	10	885	10	775	15	542	455	10	1379	708	150	10	231	1537	11	10	699	10	10	10	10	10	111	2944	10	10	817	10	10	10
"X73079_at"	83	10	10	93	20	10	10	10	53	10	10	10	10	10	10	10	10	214	10	10	10	190	10	107	26	10	52	10	33	476	10	10	166	436	49	10	10	10	247	76	198	10
"X73608_at"	292	635	946	625	52	429	31	1329	76	547	306	1163	1626	1936	218	986	171	105	4791	2467	10	61	10	10	10	261	61	126	10	10	4213	10	4103	3307	10	10	10	332	99	96	1552	1127
"X73882_at"	10	10	174	10	79	10	203	333	10	10	27	557	543	10	10	10	162	10	113	300	10	10	10	70	10	148	10	74	10	10	874	10	801	10	44	246	250	362	104	74	373	279
"X75958_at"	156	66	458	10	107	47	10	414	58	70	360	11789	12250	1623	4378	5986	1370	76	4449	6735	51	71	10	32	323	64	12	2306	25	10	1378	530	730	1165	10	78	865	1206	237	258	46	1086
"X76180_at"	10	54	10	51	66	10	10	10	10	10	340	404	10	10	10	10	10	10	10	84	10	12	338	2294	10	16	515	10	80	10	78	10	275	10	277	244	10	10	10	652	10	58
"X76342_at"	10	10	10	10	95	42	38	10	10	49	40	158	10	10	99	65	24	10	130	10	10	10	10	47	10	16	29	10	30	10	18	401	12	10	10	10	10	10	138	10	64	40
"X76498_at"	10	113	18	10	10	10	10	290	10	10	10	10	10	10	10	10	94	10	10	10	598	13	10	10	10	10	10	10	61	10	36	10	410	10	10	10	76	10	10	10	10	128
"X77166_at"	10	87	23	18	11	10	10	10	10	10	72	142	10	141	10	10	10	20	363	249	10	10	10	10	10	35	21	10	10	10	10	10	307	193	10	101	432	337	10	10	35	10
"X77383_at"	10	51	97	49	25	205	13	10	19	10	367	174	240	112	12	236	121	131	569	329	10	10	10	10	375	10	10	88	10	10	12	10	10	10	111	10	10	397	10	10	10	122
"X77533_at"	10	70	55	25	111	997	10	152	186	63	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	140	145	10	10	10	10	10	10	10	10	247	846	10	10
"X77737_at"	70	10	51	123	10	45	10	10	10	10	10	284	240	413	10	211	10	10	10	418	10	32	10	10	10	10	10	48	11	10	157	10	310	10	10	10	10	168	10	10	10	10
"X77748_at"	10	10	40	10	10	30	76	173	28	10	304	568	399	212	223	10	229	10	151	230	10	10	10	10	10	10	15	10	10	10	558	1053	70	344	116	10	10	452	39	10	10	107
"X78342_at"	82	10	57	106	10	205	10	237	88	10	10	10	10	100	12	112	10	10	10	10	149	523	629	10	30	215	183	149	354	3113	10	10	10	10	10	16	10	10	10	10	10	10
"X78565_at"	115	339	296	225	57	160	204	163	709	500	10	2097	495	318	899	2683	1420	4435	1074	1428	10	261	442	75	10	4932	276	390	119	10	10	10	561	19	246	39	4375	1452	257	215	577	2092
"X78678_at"	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	335	10	10	157	371	10	10	10	10	10	10	10	10	10	10	10	916	10	10	10	10	10	10	257	10	10	10
"X78710_at"	67	10	10	68	10	103	35	141	10	78	10	10	10	10	44	10	10	10	10	10	82	10	10	170	84	10	10	99	57	10	10	10	371	10	10	10	10	10	10	10	10	10
"X79440_at"	228	540	465	152	10	2069	204	719	211	550	139	10	250	10	10	10	85	10	363	51	10	10	10	79	10	934	10	128	167	10	862	273	102	10	273	10	10	10	10	1496	10	10
"X79483_at"	265	10	10	56	148	419	10	49	10	133	117	10	10	572	10	10	78	10	1530	930	353	786	10	254	473	107	10	253	26	10	704	10	528	10	555	212	10	866	356	10	10	10
"X79510_at"	10	306	10	107	271	322	10	187	10	49	10	10	10	10	39	163	67	10	124	376	10	10	10	10	10	10	10	10	10	45	467	273	10	10	10	10	10	10	10	10	10	10
"X79882_at"	76	344	290	90	10	142	10	10	131	10	10	764	10	10	10	968	292	1560	10	10	10	458	10	10	539	1971	15	542	645	205	248	10	10	10	10	1805	10	10	10	10	10	1550
"X80062_at"	10	10	132	112	89	10	185	287	87	20	10	10	91	10	10	10	10	10	10	10	10	70	10	10	10	74	41	34	34	10	10	1471	839	210	10	26	19	10	74	27	10	10
"X80343_at"	10	10	10	159	10	10	168	1658	10	146	10	10	10	448	10	10	10	10	10	1001	429	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"X81438_at"	297	382	33	243	10	368	15	2023	10	80	10	10	10	407	10	10	10	10	10	10	276	10	10	10	10	10	10	10	10	10	2046	10	1519	962	452	148	10	10	10	54	87	10
"X81895_at"	10	10	23	10	57	10	10	421	10	32	216	371	361	247	37	105	258	10	710	394	14	10	11	10	27	59	24	30	27	10	10	80	73	32	10	72	144	10	10	22	344	10
"X82018_at"	82	10	33	10	82	10	93	421	10	51	112	10	10	200	10	10	18	10	10	10	66	46	10	146	48	10	21	10	26	10	10	10	10	10	10	10	10	21	10	151	10	10
"X82068_at"	10	14	71	86	10	85	10	10	26	55	157	10	10	602	10	43	10	10	401	10	10	221	10	10	80	10	10	10	50	35	10	10	141	10	10	95	10	10	10	27	10	10
"X82224_at"	150	10	10	10	68	10	13	10	10	10	10	535	10	10	10	10	10	10	10	488	138	363	100	10	10	280	10	249	124	591	10	10	115	10	10	10	10	10	108	104	390	10
"X82324_at"	10	101	44	47	10	177	10	10	37	66	10	10	72	10	10	25	10	10	37	573	10	69	10	10	10	10	10	82	19	10	303	168	516	367	10	10	471	10	10	10	10	10
"X82494_at"	27	604	224	233	388	74	10	194	10	10	10	10	10	761	10	240	175	216	54	235	10	85	10	2711	10	4247	10	144	238	10	10	10	57	528	10	508	10	84	10	223	10	10
"X82629_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	42	10	10	10	10	1405	10	843	1759	38	813	10	12	10	78	10	10	10	10	10	76	54	10	10	10	10
"X82676_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	42	10	58	85	10	10	10	202	10	92	117	10	10	40	16	10	48	10	10	10	31	111	461	10	10	10	122	10
"X83618_at"	10	10	10	10	10	10	10	60	10	10	10	10	10	10	10	10	10	10	10	10	157	10	10	119	10	11	232	78	641	10	10	10	10	10	10	10	10	10	10	14	10	10
"X84707_rna1_at"	10	10	147	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1392	10	214	2595	58	10	10	10	10	10	10	10	10	10	10	10	10	104
"X85106_at"	124	290	171	262	283	91	16	10	71	10	773	1830	592	153	10	440	10	10	1041	2115	10	10	10	10	10	10	10	10	10	10	673	1639	1131	10	201	10	605	10	10	213	332	75
"X87160_at"	135	10	10	10	10	10	10	262	10	89	243	10	10	10	166	10	112	10	195	10	10	30	59	178	105	10	55	169	10	75	91	10	10	400	300	10	480	114	10	10	939	64
"X87212_at"	10	10	10	73	152	420	10	10	217	10	10	10	476	10	10	524	10	323	10	10	399	781	398	10	6391	2285	8893	859	1130	406	10	10	10	10	600	957	740	10	252	10	10	10
"X87843_at"	56	10	10	25	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	55	108	688	97	10	10	42	136	10	10	10	10	10	10	10	10	10	10	141	227	37
"X87852_at"	10	240	615	194	305	10	10	315	10	855	10	10	10	10	10	29	10	10	10	10	10	440	10	150	250	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"X89067_at"	10	10	10	36	45	12	43	10	10	10	13	376	28	218	10	10	10	54	43	314	88	64	10	10	10	10	16	17	39	20	10	10	76	10	10	10	38	10	10	10	10	10
"X90568_at"	42	10	108	10	10	10	10	31	10	132	27	10	62	10	10	10	10	10	10	10	561	18	10	63	10	23	10	55	105	10	10	10	10	10	10	10	10	10	39	10	10	10
"X90780_rna1_at"	10	122	10	75	392	10	21	10	10	10	96	136	380	11	10	167	10	135	276	343	10	10	78	206	311	10	124	10	97	65	78	377	10	10	10	22	10	305	10	10	10	10
"X90840_at"	10	10	432	10	424	315	10	964	236	89	10	10	404	10	213	10	319	10	249	1123	433	95	10	218	10	172	10	10	10	250	358	10	1199	10	250	95	1077	10	648	10	10	40
"X90908_at"	153	10	10	24	13	218	10	159	17	10	403	628	948	401	10	149	40	10	10	249	10	10	10	10	10	170	10	159	10	245	10	160	397	10	147	10	10	122	10	24	1097	10
"X91117_rna1_at"	10	221	104	51	175	106	10	67	10	10	10	650	269	29	10	94	10	10	168	423	10	10	10	10	10	45	10	10	26	90	194	313	1144	1064	179	10	307	133	10	126	390	61
"X91348_at"	10	10	10	10	10	10	10	145	10	10	10	10	10	118	10	10	10	10	10	178	10	10	10	10	10	10	10	10	10	10	176	10	567	384	10	10	10	10	118	10	10	10
"X92972_at"	958	10	71	10	10	10	621	1910	165	604	277	10	10	10	10	10	652	10	841	10	295	1217	464	2701	833	10	702	259	128	10	10	10	10	10	10	47	10	10	10	347	10	10
"X93017_at"	10	10	10	22	10	108	42	10	10	10	10	103	10	218	10	10	10	10	227	319	10	10	10	63	10	93	97	10	10	10	989	10	67	10	10	43	567	10	10	10	75	125
"X93510_at"	10	10	10	10	10	10	10	10	10	10	10	218	10	10	10	10	10	799	10	10	10	10	10	10	10	206	10	644	10	10	10	10	10	10	10	291	153	10	10	10	10	10
"X94703_at"	27	10	151	126	10	252	156	49	65	10	10	10	10	10	10	10	10	80	21	10	211	177	10	151	134	10	35	123	29	10	10	10	10	10	40	10	10	168	10	10	10	10
"X94910_at"	426	10	10	678	10	435	315	10	353	10	10	10	10	10	10	10	10	117	10	10	1763	2698	742	2038	1757	167	1602	1161	1235	245	837	699	169	10	739	260	10	10	10	10	443	10
"X95152_rna1_at"	86	56	34	15	10	85	10	251	10	10	69	10	10	47	10	10	10	10	10	10	10	38	10	99	12	93	26	34	27	10	163	192	10	10	10	10	48	10	10	205	186	10
"X95191_at"	10	10	101	71	63	27	10	120	72	30	76	125	10	10	10	10	191	10	607	169	35	130	10	124	10	50	38	10	16	10	443	10	80	10	10	10	10	182	10	10	10	259
"X95239_at"	90	10	10	10	102	10	10	28	10	10	10	109	139	10	10	10	42	10	10	10	10	10	10	10	10	16	10	13	10	10	10	345	10	10	71	107	57	16	64	86	10	10
"X95406_at"	10	10	10	133	10	10	10	10	10	66	629	240	10	383	10	10	146	123	10	108	250	27	10	304	313	10	10	10	10	320	10	10	10	10	143	10	10	87	396	10	10	10
"X95715_at"	54	10	71	10	25	10	10	92	10	10	10	10	125	10	10	58	10	12	75	42	43	55	10	10	10	10	10	17	101	10	364	10	10	10	120	76	221	10	10	37	10	110
"X95826_at"	10	184	134	10	10	169	75	10	10	10	10	10	673	10	10	10	247	325	10	333	10	10	10	306	10	55	168	10	10	10	10	96	10	10	10	128	10	177	10	243	10	10
"X96584_at"	10	33	14	11	10	10	153	99	10	11	10	120	245	537	267	466	83	14	141	10	72	38	33	10194	123	198	1779	482	30	10	151	104	163	101	10	10	10	435	10	794	10	34
"X96753_at"	16	103	64	33	10	10	159	10	85	10	10	10	10	88	71	367	54	178	21	10	34	74	10	19	14	81	41	13	73	371	10	10	10	10	10	10	10	119	19	10	10	338
"X96783_rna1_at"	10	10	66	10	305	10	10	478	10	10	10	10	442	10	10	10	10	72	640	10	10	72	10	10	239	10	10	10	10	10	959	450	567	10	10	194	10	10	604	10	10	10
"X97058_at"	10	10	106	50	10	10	98	177	10	10	10	10	10	10	136	10	159	10	10	10	10	10	10	60	10	136	10	10	10	190	12	554	737	1188	44	10	769	294	113	148	10	402
"X97795_at"	157	10	10	10	10	10	10	148	24	10	10	10	10	159	10	10	10	10	10	10	202	360	133	149	305	10	101	24	89	10	10	10	10	10	10	10	10	89	158	10	10	10
"X98833_rna1_at"	10	10	10	10	10	10	10	10	10	285	10	10	568	10	10	265	24	10	10	10	10	10	10	10	10	299	10	10	10	270	78	10	10	1271	268	10	288	193	188	10	134	10
"X99226_at"	86	10	10	187	10	319	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	131	10	79	10	10	10	10	175	218	10	10	10	452	10	10	10	10	10	10	10
"X99350_rna1_at"	10	10	10	10	10	10	10	10	32	10	10	234	10	59	101	76	10	10	10	65	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	22	442	610	10	10	10	10
"X99656_at"	415	59	92	160	10	23	10	177	10	10	304	10	10	478	287	877	812	870	10	117	2295	405	33	1257	1376	10	534	163	50	10	169	10	10	10	10	444	10	765	178	10	10	10
"X99657_at"	10	10	141	251	10	10	10	2945	476	1832	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	141	10	10	10	10	764	10	637	10	10	10	10	10	10	10	10	10
"X99920_at"	129	10	10	10	10	10	10	10	10	10	10	10	10	10	37	120	1012	1803	10	10	60	1537	353	954	3002	2678	3117	842	2821	1368	364	610	884	318	10	773	10	1850	10	10	10	606
"X99947_at"	10	10	10	10	10	10	52	10	10	165	10	10	10	10	106	10	10	10	10	10	114	97	10	145	104	21	10	10	10	10	10	10	112	206	10	101	10	10	163	10	268	10
"X99961_at"	55	10	77	12	10	10	10	120	42	20	10	10	19	10	10	149	10	10	10	10	147	227	200	373	178	79	10	82	71	10	10	10	10	10	188	10	394	130	19	10	10	10
"Y00067_rna1_at"	574	10	243	246	125	10	297	180	19	104	10	10	293	29	47	396	69	105	287	10	41	90	113	62	226	10	10	196	59	10	1086	1647	1397	1070	259	10	10	98	926	114	2287	10
"Y00503_at"	10	10	460	10	2691	10	251	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	309	558	10	10	196	10	48	10	10	10	10	10	10	10	10	10	221	10
"Y00636_at"	64	10	10	10	10	40	10	141	16	10	31	10	10	10	200	10	182	139	10	10	295	171	35	124	38	114	70	30	110	10	10	40	10	10	10	184	384	128	10	10	10	588
"Y00757_at"	10	535	211	2662	447	1092	10	10	10	12	1574	16	182	336	500	10	913	427	10	202	509	1803	1439	842	10	10	10	463	266	10	1293	5578	4251	2887	10	10	10	10	10	10	1709	1518
"Y00970_at"	311	10	97	10	417	466	10	10	72	10	10	163	10	10	10	10	10	297	10	103	10	10	10	10	135	10	10	10	289	10	10	683	125	10	192	206	10	10	262	1781	10	10
"Y07595_at"	433	10	128	117	10	137	49	797	117	163	10	10	10	10	10	433	10	80	10	173	189	532	658	10	656	10	757	261	312	10	10	10	10	10	10	10	10	10	10	10	10	10
"Y07755_at"	324	61	165	363	10	190	10	850	140	10	10	147	10	454	10	10	105	10	10	10	10	170	667	18	10	469	56	515	724	90	10	787	910	331	10	10	10	3702	10	10	10	10
"Y07759_at"	10	10	12	10	10	37	10	549	10	10	10	10	10	10	10	10	10	10	293	10	10	60	10	96	10	81	10	90	37	250	151	10	10	10	10	68	10	133	10	10	10	10
"Y07829_xpt3_at"	68	370	250	244	440	310	161	10	32	26	10	10	38	10	10	302	10	10	10	385	104	205	168	10	13	249	96	99	98	641	115	10	561	10	10	10	10	185	10	10	10	10
"Y07867_at"	142	10	10	16	11	139	46	10	10	10	10	76	10	59	118	276	72	54	10	10	51	126	171	181	91	10	12	213	344	10	109	184	192	10	10	109	10	1010	10	37	10	10
"Y08223_at"	10	10	46	10	10	53	10	10	51	10	342	814	582	76	10	10	191	10	347	427	10	10	10	10	10	10	57	107	10	45	10	10	218	10	10	244	894	177	118	10	10	314
"Y08374_rna1_at"	10	10	10	38	253	58	10	180	213	89	10	10	438	10	2676	2771	3925	10	10	10	468	10	117	800	170	400	24	240	591	526	194	10	64	403	89	10	16000	155	1392	10	210	1573
"Y08564_at"	10	217	12	10	10	58	10	10	10	10	10	21	48	10	24	10	10	10	10	112	38	133	322	1398	67	10	51	10	10	10	10	10	10	10	10	10	67	10	10	10	10	10
"Y08613_at"	10	10	10	10	10	10	10	10	49	10	142	27	10	10	10	10	10	10	10	10	10	10	10	10	31	10	10	10	10	345	10	442	10	10	10	10	10	10	10	10	1178	10
"Y09321_at"	145	10	75	10	226	118	10	99	10	10	10	10	10	10	10	10	10	14	10	10	10	109	120	32	190	21	10	10	15	10	10	932	44	824	10	10	10	10	10	10	10	10
"Y09858_at"	78	10	62	73	120	234	146	170	81	10	10	322	10	188	96	10	92	10	157	446	17	30	13	10	10	10	10	10	33	245	10	10	307	522	10	10	355	10	227	44	10	26
"Y10204_at"	10	10	12	11	10	36	17	17	10	46	65	49	91	10	69	10	49	10	92	10	10	10	13	10	10	10	47	49	10	15	115	80	10	10	80	35	326	10	10	10	10	113
"Y10207_at"	250	10	10	260	10	10	10	10	115	36	446	10	10	159	198	36	427	10	613	10	10	50	10	224	96	10	154	10	10	105	10	10	19	134	10	10	10	395	10	10	601	652
"Y10260_at"	127	309	526	954	474	1627	10	10	10	1176	10	49	10	10	1291	10	769	463	81	10	244	141	28	279	10	93	228	10	52	10	10	426	10	10	452	514	2356	10	133	10	10	3024
"Y10506_at"	10	56	58	27	29	22	27	173	12	10	10	10	10	29	10	10	112	10	10	10	10	10	24	10	10	10	10	23	50	10	127	56	76	10	10	163	144	10	64	10	10	34
"Y10510_at"	58	10	10	10	10	10	10	74	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	80	78	361	10	10	10	45	211	59	247	39	175	116
"Y10571_at"	84	25	10	42	10	53	10	226	10	10	10	10	10	106	10	10	51	10	86	84	10	575	10	159	32	21	140	30	26	10	24	10	22	95	94	37	10	207	10	14	10	10
"Y10812_at"	38	10	42	53	10	10	10	95	10	10	10	223	10	10	10	10	10	10	86	23	10	10	10	10	10	10	10	10	39	10	182	10	22	10	10	10	10	574	10	10	10	201
"Y11180_at"	67	113	10	10	118	25	23	14	17	35	67	10	10	171	10	10	40	10	37	366	10	10	10	10	10	10	10	10	27	10	10	273	160	10	10	10	182	10	19	10	10	107
"Y13896_at"	10	10	10	10	10	10	34	10	37	10	99	163	10	88	10	10	10	10	206	10	10	10	17	10	10	10	11	10	10	10	10	514	10	10	10	103	10	92	10	10	186	154
"Z11502_at"	10	410	178	173	59	436	186	10	170	10	10	10	10	10	10	10	10	10	10	606	10	10	10	10	10	10	10	10	10	10	10	10	10	10	17	10	10	10	10	10	10	10
"Z14982_rna1_at"	78	10	10	10	10	695	10	10	10	10	10	10	10	10	10	109	522	10	10	10	10	10	10	10	588	83	151	272	93	10	10	10	10	10	10	405	10	860	10	10	10	10
"Z15108_at"	10	894	1333	1252	10	59	15	10	10	10	133	284	664	11	438	564	306	10	341	70	13	528	854	173	10	10	141	86	635	456	4808	7596	7620	7225	31	351	67	1245	10	10	1680	620
"Z18948_at"	10	10	10	10	10	10	10	10	10	10	293	10	279	10	10	10	10	137	10	432	10	10	10	10	10	10	10	10	65	10	254	683	10	10	10	10	10	354	297	10	10	10
"Z19002_at"	10	10	10	10	10	10	10	10	10	10	4086	1464	10	5089	1092	10	488	10	938	1696	10	43	10	10	10	10	10	555	10	10	758	10	10	449	10	181	10	10	84	10	10	10
"Z19585_at"	20	10	259	10	10	81	32	1623	398	278	10	10	10	307	351	597	409	449	10	10	177	10	23	10	10	67	127	119	10	10	297	10	10	10	10	10	10	10	84	158	2573	10
"Z22780_at"	34	10	14	12	82	16	10	24	23	94	10	92	33	10	10	10	10	62	10	10	10	26	103	127	10	10	59	28	10	30	10	32	51	10	134	10	10	141	49	57	280	326
"Z24459_xpt5_at"	58	10	22	10	10	10	94	106	10	10	78	32	10	118	10	10	10	10	10	10	10	125	10	10	10	172	44	34	10	10	10	10	10	10	10	53	10	10	10	10	10	326
"Z26256_at"	10	760	103	331	337	10	10	10	10	10	10	10	10	10	10	10	10	186	1280	10	10	10	10	10	10	10	10	103	79	10	66	24	1013	10	10	227	10	672	10	44	10	673
"Z26317_at"	151	10	18	235	10	10	10	10	176	199	10	595	10	10	10	10	171	10	10	10	86	537	10	452	10	10	10	10	19	340	109	10	10	10	10	10	10	10	455	364	10	10
"Z26653_at"	105	1954	10	993	369	1656	108	389	10	754	10	10	10	684	59	10	227	1210	10	10	180	84	10	314	10	1065	10	1947	202	10	169	699	10	10	10	16	125	160	84	10	10	10
"Z29083_at"	32	276	12	33	10	102	24	1105	124	10	10	32	10	64	104	142	108	686	65	56	402	63	10	1466	58	982	349	563	1855	10	10	16	10	10	1415	136	250	2397	14	59	10	810
"Z29331_at"	83	162	117	59	10	128	179	609	76	10	121	10	10	165	10	10	81	398	48	42	41	467	10	246	27	86	161	465	122	10	12	10	51	10	10	10	10	1204	10	605	10	10
"Z32684_at"	10	10	27	10	10	48	24	294	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	104	10	10	10	139	80	490	213	85	10	10	10	10	10	10	163
"Z33905_at"	10	10	69	10	10	10	10	581	10	222	10	10	683	519	104	691	10	10	10	14	10	10	10	10	10	10	10	10	10	10	10	10	1298	568	10	10	10	10	99	10	10	10
"Z35309_at"	10	155	294	10	10	10	10	10	254	10	10	207	10	10	10	10	94	10	10	10	10	10	10	10	10	10	10	10	10	60	10	10	10	10	10	10	10	10	10	223	455	10
"Z36714_at"	312	240	10	450	10	505	10	10	10	10	10	10	10	572	10	10	10	58	303	10	89	477	251	10	278	10	10	10	121	666	661	10	10	10	219	289	10	10	822	10	10	10
"Z38026_at"	172	10	46	10	10	10	10	155	10	10	10	10	10	10	10	10	10	10	10	10	101	232	10	10	28	210	202	10	57	10	10	10	10	10	10	10	10	10	544	10	10	10
"Z46376_rna1_at"	373	134	20	10	10	13	115	31	131	10	10	10	10	10	10	10	10	62	10	70	219	71	10	575	18	10	10	438	10	10	78	32	10	10	10	10	10	10	173	176	81	157
"Z49155_at"	17	722	441	47	356	10	10	10	204	10	10	10	1174	10	10	10	10	10	10	10	10	10	10	10	10	10	39	10	10	215	163	884	10	16	10	10	615	10	297	702	186	10
"Z49269_at"	10	10	10	10	10	97	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	274	10	50	1777	10	10	283	10	10	10	10	10	10	12	48	10	10	10	10	10
"Z50194_at"	177	23	10	10	205	10	615	361	65	10	10	655	10	1889	84	1813	227	78	217	470	10	467	10	10	1360	10	37	251	105	10	60	10	10	10	10	260	67	416	143	10	10	1008
"Z69881_at"	10	10	36	10	442	10	10	10	10	3375	10	10	10	10	10	10	10	10	10	10	10	39	50	36	10	52	10	10	10	10	333	940	10	10	35	95	10	144	10	10	10	10
"Z70220_at"	10	10	10	10	10	10	10	10	67	10	96	2873	43	10	10	531	380	10	1318	10	10	10	10	10	10	10	78	10	10	10	10	10	10	1169	76	90	134	10	84	10	816	265
"Z70222_at"	10	10	10	10	10	10	168	319	10	10	10	10	10	10	10	112	10	10	10	10	45	10	10	10	448	10	11	13	10	10	10	10	10	10	10	10	10	95	10	47	10	10
"Z70295_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	105	10	10	732	10	10	10	10	10	68	71	10	10	47	125	176	466	10	10	10	10	10	10	10	10	10	10
"Z71389_at"	192	10	200	10	10	10	10	336	10	10	10	10	10	10	10	10	10	10	10	10	50	10	10	16	47	10	10	10	10	10	127	10	10	10	10	10	10	13	530	10	455	10
"Z81326_at"	10	10	10	10	10	10	32	418	10	10	10	10	1193	10	10	94	27	271	10	10	67	130	115	10596	10	10	2944	4511	10	10	206	10	201	10	10	10	10	318	10	10	3565	10
"Z83742_at"	10	356	40	91	10	270	105	102	10	10	302	447	10	312	10	10	56	10	455	192	10	69	10	125	10	10	68	34	37	10	109	313	391	10	10	10	615	103	10	176	10	10
"Z83745_at"	10	10	64	10	10	10	112	343	48	10	10	240	77	10	10	10	94	10	146	521	10	50	10	10	10	26	56	10	10	10	224	56	243	312	76	62	692	10	10	86	10	224
"Z83800_at"	39	23	64	51	10	61	10	155	122	123	74	10	10	64	10	10	10	10	43	10	10	173	10	29	21	10	57	57	10	10	10	10	10	10	10	10	317	87	10	10	81	10
"Z83821_cds2_at"	10	10	10	10	10	10	10	503	10	10	10	10	10	10	10	10	10	10	10	164	10	10	10	10	10	69	10	10	10	10	206	10	182	10	10	47	10	10	10	17	227	10
"Z84721_cds1_at"	179	10	10	10	15	10	134	322	62	236	10	10	10	10	793	10	375	50	10	10	124	33	10	441	370	416	10	307	10	20	10	10	10	154	322	10	10	596	614	196	420	725
"D17532_at"	10	205	42	117	79	185	10	10	144	192	10	945	587	10	10	171	10	279	10	141	10	10	10	10	33	229	197	313	186	932	10	10	10	10	94	10	211	152	14	143	10	10
"D25304_at"	10	10	10	10	10	10	10	10	10	10	10	469	2012	11	713	6056	1107	702	1323	10	2732	10	10	10	10	10	10	405	10	10	200	10	10	10	10	10	413	10	10	10	10	10
"D26070_at"	46	177	675	66	10	15	10	81	115	58	10	103	625	112	394	203	240	678	135	10	10	142	515	48	29	76	29	38	65	110	2440	3352	3481	3537	10	39	211	89	10	10	245	265
"D38502_at"	10	233	147	243	397	47	209	10	56	216	110	10	10	590	10	254	10	10	10	474	76	10	10	10	10	150	75	10	10	10	291	10	10	10	10	10	355	10	108	101	10	10
"D43968_at"	10	512	121	10	429	10	10	10	10	10	10	10	10	10	10	10	10	228	10	10	10	10	10	10	10	1216	10	10	10	641	989	2339	10	229	309	581	10	10	10	751	997	1078
