	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"40850_at"	10	10	10	10	814	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1317	10	10	10	616	145	10	10	10	10	10	10	10	10	10	10	677	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	3594	1208	893	2182	10	10	565	2584	42	2512	10	10	10	10
"41123_s_at"	891.6	981	238	10	250	10	10	10	10	1044	10	10	10	10	10	27	10	18	62	29	10	10	910	10	10	10	10	10	10	10	10	10	10	482	1429	10	90	202	10	10	10	10	195	10	10	10	10	10	10	10	10	10	10	940	10	55	10	2089	10	2300	10	191	10	10	20	10	567	10	10	10	10	10
"41169_at"	10	10	10	10	10	10	10	10	10	856	10	10	10	10	10	712	10	10	10	10	10	10	10	10	10	814	10	10	309	10	10	166	398	57	10	10	101	371	10	10	1783	10	10	10	10	746	10	10	10	10	279	1433	10	10	10	10	10	10	10	10	10	10	10	10	107	10	10	10	458	10	10	10
"41172_at"	40.1	588	10	410	10	10	57	10	48	10	10	129	10	290	10	287	96	10	216	10	200	77	10	292	196	10	10	10	65	10	10	189	734	76	10	10	145	160	10	10	10	10	10	10	10	10	10	10	10	10	10	464	10	10	10	10	10	10	10	10	10	309	10	10	10	10	10	10	10	10	10	10
"41181_r_at"	10	10	10	72	10	10	10	10	10	472	201	956	10	10	10	584	110	84	10	10	10	72	10	10	10	127	10	10	2799	88	10	547	2103	112	10	10	10	2334	10	10	10	10	10	74	10	10	10	10	10	10	10	1892	10	10	10	10	10	10	10	10	10	227	10	10	179	10	10	10	10	10	10	10
"41198_at"	10	10	10	10	677	10	12	10	10	10	10	10	1913	10	10	10	10	10	349	597	10	10	10	10	1751	90	226	10	10	10	4405	10	10	3089	10	10	10	10	10	10	16000	10	4433	10	2475	16000	9256	12813	10	2053	16000	10	889	10	10	10267	10	16000	10	5994	5440	5955	8846	16000	13186	8828	542	10	16000	990	7065	10
"41214_at"	13859	200	16000	10	15714	16000	137	213	182	234	16000	16	10	118	10	16000	16000	15271	14969	268	16000	10	10602	16000	16	13294	13348	7389	423	10478	9624	14746	13695	116	264	11267	10	15840	16000	95	201	10	16000	16000	10	8224	15891	10	10	10	14710	16000	345	199	72	29	119	9584	10	30	10	15935	16000	9522	16000	155	87	11911	15	9837	10	10
"41738_at"	31.4	74	10	10	10	460	127	32	833	10	927	10	10	324	188	151	10	107	19	10	14	699	10	222	10	10	10	30	10	10	10	53	10	10	20	10	10	10	10	10	10	10	10	21	154	33	51	10	46	35	10	71	73	10	338	10	10	10	10	58	10	10	10	10	10	10	50	30	20	65	276	10
"41755_at"	10	10	76	88	10	18	37	64	81	10	10	10	653	10	10	10	10	10	10	10	15	13	10	72	48	1399	10	10	61	466	10	703	607	149	111	10	227	35	10	10	14	10	195	1993	82	273	10	10	10	153	238	10	10	10	101	10	10	10	10	10	10	75	10	118	10	29	10	92	10	22	10	10
"41757_at"	327.9	739	208	10	10	10	320	379	10	248	542	159	10	371	10	261	10	64	233	298	165	218	10	10	510	141	574	200	10	357	227	140	312	647	10	287	75	139	96	24	765	528	10	638	138	10	170	10	10	10	10	10	10	10	10	10	77	10	10	10	10	10	388	10	10	10	68	142	10	10	10	10
"41764_at"	10	274	10	10	10	359	94	10	10	228	373	117	10	334	10	28	232	10	127	10	10	10	125	10	172	41	10	250	157	199	10	10	10	10	10	380	230	209	432	287	10	298	10	294	417	200	10	10	10	10	77	10	10	10	10	6781	4476	10	10	10	521	10	423	10	10	1162	10	1450	10	10	10	10
"32146_s_at"	324.9	11	10	10	993	10	71	51	22	10	10	10	401	23	10	10	15	38	10	966	10	10	430	10	276	207	1045	50	10	75	316	10	10	10	10	139	471	73	591	10	191	10	10	10	207	10	216	10	181	451	334	10	74	376	147	39	946	10	613	888	329	1300	1630	179	10	599	540	739	226	10	472	10
"32743_at"	644.5	177	82	558	772	855	948	387	382	919	816	587	214	10	96	676	10	411	306	715	396	53	13	652	1475	10	1300	101	72	1334	883	504	318	54	264	367	734	144	10	937	10	664	212	2221	10	26	10	10	10	10	10	665	10	10	10	10	10	10	10	10	10	10	10	10	68	10	10	10	10	10	10	10
"32755_at"	178.7	301	10	10	10	10	10	10	10	10	10	10	92	10	10	10	10	136	10	10	10	10	10	10	70	679	293	10	52	2108	2036	91	368	173	48	302	1243	84	191	10	10	282	498	1458	783	14	228	10	128	10	1498	2527	595	10	97	10	932	96	455	2572	10	967	429	299	2857	169	64	10	1023	226	10	139
"32764_at"	230.3	1701	10	10	10	399	573	332	10	423	1369	33	301	10	10	10	10	10	317	61	10	10	71	369	10	390	155	10	10	263	10	359	276	816	10	10	101	10	368	349	1832	393	100	472	10	496	126	10	10	46	203	10	47	10	10	10	10	10	395	46	182	415	34	10	584	280	10	10	10	10	42	85
"32794_g_at"	10	910	315	10	10	10	486	6257	10	156	10	2059	7637	10	10	10	10	10	10	2468	9610	5299	421	10	10	10	10	10	10	10	10	195	10	10	61	10	10	10	10	10	10	10	9424	10	1114	10	9580	10	13041	1922	10	76	10	10	10	10	1073	10	1715	10	10	10	10	10	10	10	10	10	1001	10	10	10
"32796_f_at"	10	504	10	10	10	357	524	179	10	391	10	10	10	10	10	10	10	10	10	10	66	10	10	691	21	10	10	10	10	10	10	127	10	10	10	10	10	10	68	23	17	10	10	10	10	66	116	10	19	613	28	42	10	235	20	157	2207	22	272	10	10	196	55	10	10	81	10	10	10	10	38	10
"32805_at"	10	10	10	10	15	10	10	108	10	10	122	10	50	124	10	10	106	38	176	10	10	111	10	10	74	377	10	10	360	10	167	10	113	883	10	10	144	10	105	76	841	997	16	475	186	715	1306	126	49	47	934	1653	903	397	204	1333	1382	299	264	193	58	70	10	10	12	3298	326	988	298	10	78	79
"32821_at"	71	10	71	10	418	48	37	628	157	121	5652	1621	3244	10	10	47	75	461	146	130	1124	110	54	21	567	34	166	232	5299	10	14495	208	849	247	139	138	23	119	1126	25	91	3323	19	49	244	38	142	258	145	10	229	127	201	10	230	16000	26	84	85	51	10	10	119	10	10	177	10	19	192	10	10	44
"32828_at"	425.3	10	10	10	620	468	232	492	174	663	497	10	138	469	10	10	118	10	445	485	10	203	363	10	511	222	622	10	10	113	10	161	10	508	10	329	334	10	10	331	170	86	474	376	10	662	10	10	10	10	167	337	10	389	41	10	10	10	10	234	10	10	306	10	412	10	10	10	454	10	303	10
"32847_at"	1217.5	1031	531	779	46	1566	2173	1747	1658	2096	1419	261	415	3676	1607	917	186	322	819	29	638	1605	687	965	10	10	10	10	10	10	10	45	10	10	10	10	42	10	10	10	10	10	108	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"32852_at"	10	379	10	247	10	10	245	10	169	399	10	10	10	83	348	663	836	907	14	10	10	10	10	10	1017	604	453	501	446	577	10	801	1087	10	293	145	1237	10	947	322	2478	149	10	10	10	10	10	176	10	10	997	1708	10	10	10	269	37	80	10	239	13	131	147	10	2458	10	10	327	1109	10	10	10
"33342_at"	10	525	10	10	369	10	168	557	50	697	10	10	10	254	10	988	10	531	10	104	10	217	88	10	530	326	306	10	10	329	10	193	227	395	251	10	10	10	10	10	1930	10	356	470	10	10	10	10	10	10	10	468	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"33350_s_at"	10	10	10	194	10	10	12	10	129	10	74	299	164	10	10	10	10	174	218	10	10	50	10	10	10	482	594	10	262	10	87	10	34	10	10	10	10	10	10	10	10	1016	46	45	10	224	104	10	10	10	10	94	10	10	10	10	10	10	10	10	10	10	10	10	502	10	10	10	112	10	279	13
"33353_at"	10	10	83	10	10	10	24	33	10	10	135	10	10	10	10	10	10	31	41	208	10	123	43	74	13	35	63	10	10	10	10	73	10	105	57	10	59	10	64	120	415	10	62	10	337	10	364	111	10	329	158	10	480	542	10	53	360	441	10	354	10	10	938	84	39	46	154	10	100	464	582	10
"33377_at"	10	10	10	88	544	10	10	303	229	10	10	10	599	20	10	10	10	201	285	224	10	202	315	10	10	10	10	10	10	10	255	345	10	10	10	429	10	10	10	10	10	27	10	10	455	353	10	499	296	10	313	191	384	10	319	126	10	243	145	38	10	10	534	488	345	570	250	388	355	546	580	395
"33405_at"	154	1486	10	10	10	319	41	36	168	224	285	10	10	973	10	10	10	92	12	10	21	10	82	171	382	25	534	128	85	822	108	541	313	131	233	598	352	139	10	10	10	2496	1836	840	170	10	10	90	10	43	10	69	10	10	56	10	10	10	37	130	10	10	10	128	10	123	10	10	10	18	10	10
"33406_at"	26.7	170	10	10	98	231	105	196	294	16	149	52	217	183	40	310	10	246	224	10	56	88	122	132	154	106	275	10	10	10	82	75	10	137	10	135	245	10	10	100	150	283	10	161	10	27	10	10	10	10	87	356	158	298	10	21	10	10	10	10	10	230	27	16	10	10	10	10	10	10	135	10
"33410_at"	43.1	325	461	27	256	182	583	390	10	978	582	10	1216	181	59	10	429	10	338	3025	1305	62	599	207	10	10	11	10	10	43	34	44	10	171	23	10	10	10	10	10	260	10	87	10	108	104	80	25	542	201	10	10	149	333	54	10	408	10	629	306	291	371	10	30	37	30	10	10	10	153	11	10
"33411_g_at"	17.3	158	355	53	86	200	204	273	49	620	209	10	846	64	10	55	150	56	212	1820	837	30	257	10	10	10	10	10	10	87	63	63	10	89	10	22	10	10	10	10	75	10	10	40	74	10	87	10	416	73	10	10	10	90	10	10	110	10	528	160	167	343	76	10	10	10	10	13	10	112	56	66
"33430_at"	196.8	694	10	400	39	152	489	29	10	16	373	246	10	367	187	609	10	665	407	38	297	27	63	249	475	196	512	10	10	356	10	44	23	565	148	85	174	245	10	10	370	283	53	707	10	10	10	10	10	10	10	482	10	10	10	10	10	10	10	91	10	10	10	10	478	10	10	10	10	10	10	10
"33440_at"	405	313	1148	122	591	515	506	475	453	178	1464	10	551	2610	167	1712	13	121	90	338	572	632	381	316	10	10	10	10	42	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	180	10	157	767	10	10	105	841	10	131	226	10	10	72	486	585	123	10	10	12	388	24	10	10	69	10
"33452_at"	14.3	10	10	10	657	209	32	430	237	407	78	72	10	474	10	10	10	77	268	10	187	10	349	38	24	188	43	65	10	37	26	10	10	10	85	10	10	10	10	319	10	10	10	10	10	412	10	10	10	10	10	86	10	10	58	10	10	10	10	10	10	10	10	10	10	10	10	10	162	10	10	10
"33834_at"	16.6	123	20	10	10	164	90	993	10	120	18	10	10	10	10	10	42	10	317	10	10	72	10	10	32	10	10	10	274	10	10	10	62	10	249	10	10	10	10	29	10	10	119	10	6129	179	10	217	10	10	43	10	918	10	10	10	1095	415	10	104	122	10	10	10	197	757	10	10	10	10	806	10
"33843_g_at"	10	143	101	10	10	10	10	10	10	10	10	10	10	10	454	10	460	10	10	503	10	10	32	10	10	10	10	10	10	762	34	10	10	10	10	10	941	10	10	10	1750	10	10	10	10	10	10	10	1361	10	10	10	10	201	10	10	10	10	956	1259	2187	437	685	2473	10	10	10	10	10	10	10	134
"33862_at"	376.4	10	10	131	10	418	10	312	78	302	10	710	10	541	10	10	1971	10	26	10	246	10	10	286	146	623	10	10	290	10	10	65	10	10	142	10	507	10	10	375	799	10	10	10	10	10	10	779	676	10	10	359	10	10	10	328	12	611	10	10	588	10	785	10	10	654	44	219	10	10	10	10
"33910_at"	139.7	40	10	10	455	10	173	338	10	961	572	10	10	2296	10	10	30	10	10	356	4072	45	128	13	10	10	10	24	10	10	10	10	10	47	10	28	10	10	10	10	10	27	10	10	67	10	10	10	10	10	38	14	10	56	10	40	10	10	93	65	10	10	10	53	10	10	52	10	55	10	10	10
"33918_s_at"	753.5	1502	10	704	82	340	101	273	271	946	441	10	10	154	744	495	10	672	510	10	10	10	305	111	418	440	48	10	204	576	38	10	10	10	937	204	31	10	345	410	46	10	10	23	10	10	10	10	10	10	10	10	10	10	10	130	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"33925_at"	10	10	10	10	10	10	10	10	53	10	10	10	10	10	1146	10	10	98	10	10	10	433	10	10	10	10	10	10	10	10	10	59	10	125	10	3190	10	238	10	10	10	10	479	10	182	496	10	10	6579	288	103	10	10	10	642	10	466	45	10	10	494	10	10	4527	1606	1338	10	321	6989	1055	10	10
"33933_at"	10	10	10	10	10	10	16	266	10	10	10	10	10	10	10	10	10	119	148	10	145	74	10	10	10	10	10	10	10	10	10	13	53	10	10	10	10	10	10	150	282	10	10	10	10	10	10	10	10	10	10	10	189	78	10	385	365	10	10	268	10	10	641	10	177	315	10	282	243	399	47	10
"34296_at"	10	10	10	10	10	10	10	162	558	10	10	10	318	465	523	901	10	21	10	10	10	441	10	155	10	10	10	10	10	10	10	10	10	10	58	631	529	329	10	514	10	10	10	10	231	10	201	10	10	10	10	338	148	939	456	10	10	150	768	390	471	482	639	10	10	595	10	773	323	10	703	10
"34303_at"	10	151	10	783	34	134	10	14	10	1645	10	1123	10	10	10	472	10	239	1356	10	10	10	10	10	156	49	10	10	10	10	10	10	10	10	10	10	10	562	10	10	976	476	255	10	10	10	10	10	10	10	10	703	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"34331_at"	92.1	10	116	10	362	10	10	10	10	10	10	10	223	52	10	10	10	10	10	10	10	10	116	30	10	10	10	10	10	10	10	10	172	81	21	10	10	10	10	10	10	55	60	10	62	124	91	10	10	10	183	10	383	489	10	490	331	10	232	698	10	10	10	10	109	450	32	10	22	197	43	10
"34335_at"	1769.5	1725	584	138	130	1269	718	1645	1044	61	1605	151	1345	1286	581	10	10	33	127	34	10	2232	1037	501	534	10	85	764	32	83	10	236	21	54	112	80	136	194	10	222	10	10	93	84	91	10	80	10	10	10	10	10	10	238	398	10	10	10	10	10	10	10	10	10	10	10	22	10	10	10	10	10
"34341_at"	135.4	604	89	89	86	227	113	10	10	280	10	10	10	10	140	1068	10	10	340	445	233	335	10	89	293	332	442	77	154	169	253	222	10	286	237	10	309	146	10	111	10	10	41	162	10	10	10	10	10	28	10	10	10	10	36	10	10	10	10	10	10	303	10	10	10	10	10	10	10	10	10	10
"34342_s_at"	37.4	846	10	308	10	8548	62	10	10	4292	10	10	10	10	10	1329	10	76	266	3156	107	10	10	696	10	10	10	10	10	10	10	10	10	10	202	10	10	470	10	79	10	10	83	136	10	10	10	10	10	8938	10	10	10	71	10	145	10	10	184	10	10	10	112	10	10	10	10	10	10	10	10	10
"34343_at"	10	10	10	10	10	10	10	64	91	124	10	10	10	59	10	10	132	10	10	10	10	10	10	45	10	5136	341	10	48	10	10	656	107	58	10	98	2173	86	10	10	673	10	10	436	1230	298	10	584	10	10	3795	671	1015	10	10	223	1565	281	10	324	10	259	10	141	245	10	348	261	230	401	634	321
"34351_at"	1505	2499	1030	978	10	419	2564	3444	1990	63	2819	10	789	748	1464	1566	10	10	868	512	1439	2994	10	537	1228	10	315	103	10	1065	10	10	1365	793	10	10	10	10	10	10	10	10	902	10	10	10	10	162	10	10	10	723	10	10	242	10	10	10	10	10	10	10	1902	10	1391	10	10	10	10	10	285	1827
"34363_at"	61.6	10	47	10	258	10	94	128	10	149	146	10	10	52	10	309	10	21	59	142	195	10	164	10	61	10	10	10	10	10	10	10	10	10	60	11	16	57	10	68	107	10	10	10	853	10	78	304	10	447	10	118	2787	4312	12	10	213	449	66	120	10	938	2191	10	581	401	732	548	10	10	745	10
"34390_at"	149.1	187	10	1613	435	40	1942	1353	870	544	1316	597	412	3271	1806	10	12	709	1151	27	282	1949	781	86	56	10	10	10	51	10	10	10	10	220	191	291	115	1003	117	10	10	947	10	10	10	19	10	10	10	10	10	93	10	10	158	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"34403_at"	646.5	118	10	252	10	337	39	34	59	227	351	10	10	117	125	172	129	10	394	10	182	10	10	502	10	209	67	265	111	10	10	441	174	616	10	364	10	116	480	10	1410	10	10	382	10	10	531	10	374	10	60	157	24	445	10	10	335	475	470	110	10	890	10	10	10	10	10	29	10	802	10	10
"34775_at"	144.1	309	64	10	10	51	257	10	10	388	10	18	10	527	233	221	588	305	227	404	348	10	10	10	295	282	275	294	139	43	10	172	100	604	22	10	601	48	10	10	663	418	105	585	10	10	10	10	30	10	10	269	10	10	10	537	692	10	10	10	10	10	92	10	387	10	10	10	10	10	618	10
"34800_at"	1264.9	3876	608	6265	1722	1627	6971	1653	6185	10	8817	2716	747	13262	4337	1631	294	1965	4883	10	936	3775	2149	133	10	10	555	10	301	224	21	10	10	18	18	1265	10	1727	10	10	10	509	27	397	10	10	10	562	132	10	10	10	10	10	1427	283	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"34834_at"	10	215	256	292	10	185	76	10	78	31	562	406	10	10	123	211	10	10	83	10	10	46	31	393	79	10	60	37	10	10	10	10	10	10	10	10	10	10	10	10	10	196	128	10	10	10	10	471	10	10	10	67	10	10	10	10	502	10	10	10	10	328	10	10	10	10	10	10	10	10	10	505
"34843_at"	10	52	10	136	273	10	10	10	45	337	10	303	278	10	10	93	10	10	379	69	10	10	10	10	122	10	207	10	138	474	278	118	61	630	10	10	10	189	10	20	864	10	10	202	46	268	216	10	67	61	79	85	313	142	10	326	10	10	10	116	10	483	34	10	10	10	392	10	210	10	548	169
"34858_at"	134.9	116	10	10	584	474	257	97	125	193	493	10	658	913	10	188	483	255	577	920	271	183	826	283	190	612	312	10	10	33	395	10	10	457	123	178	259	10	538	280	626	1208	191	655	10	307	74	10	10	10	10	10	10	119	10	85	10	10	10	10	10	171	10	10	10	10	10	287	10	576	10	10
"35277_at"	774.3	70	10	10	89	76	284	780	10	10	164	28	10	109	10	10	10	10	50	10	178	10	796	285	38	618	61	110	57	10	46	10	123	223	10	10	10	18	10	36	10	50	10	15	10	10	10	10	10	10	10	10	77	80	10	44	3164	10	10	144	10	10	75	10	10	89	83	10	10	61	10	61
"35313_at"	10	2439	913	2499	10	491	1895	848	1828	1910	2462	192	10	1853	1978	5253	191	420	1934	3046	10	1433	467	10	742	10	871	667	1255	512	794	10	10	10	10	952	1753	1597	10	60	66	3356	183	2198	10	10	10	10	10	10	10	1088	10	10	10	725	10	10	10	10	10	10	10	10	10	10	1435	10	10	10	10	10
"35330_at"	10	126	10	25	10	155	10	10	10	225	10	10	10	10	10	10	41	10	10	10	10	10	61	102	77	10	10	10	10	103	10	10	130	10	10	10	22	10	41	10	10	10	10	36	490	10	220	10	264	65	141	10	369	219	337	10	10	114	328	10	10	10	342	124	58	11	17	545	10	815	190	10
"35338_at"	10	10	10	10	10	10	52	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	10	10	10	10	364	10	10	10	351	10	10	1950	10	10	410	2146	10	10	10	10	2066	10	549	10	10	10	479	3101	10	10	10	3904	407	710	10	10	2349	177	225	10	10	10	10
"35352_at"	115.9	116	266	264	304	144	64	10	28	216	104	60	201	192	10	10	10	10	94	10	317	48	91	27	10	10	10	10	10	10	10	10	10	143	10	21	10	10	10	143	10	10	13	11	10	10	215	10	10	10	10	10	10	10	252	107	157	22	10	133	132	10	55	10	10	141	206	46	10	276	10	112
"35362_at"	753	2016	248	10	10	749	1887	403	10	10	3288	10	10	10	10	10	10	10	10	10	10	10	117	47	10	10	10	10	10	10	10	10	10	776	10	10	10	10	10	10	10	1269	10	10	10	10	10	10	10	10	10	10	10	10	428	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"35366_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	40	10	130	10	10	190	10	10	801	10	1359	10	10	10	58	10	10	66	10	10	10	10	844	10	809	10	10	10	10	10	10	10	10	10	32	10	10	10	10	10	268	659	10	10	10	911	10	10	10
"35367_at"	10	10	279	10	10	76	23	3843	180	10	69	375	1994	10	10	86	10	10	867	95	1190	10	53	10	43	624	130	120	2561	56	182	1653	717	5503	301	10	98	1964	127	23	5363	104	2219	10	2967	9105	4553	1322	12	10	3597	14107	453	10	10	6285	17	7212	742	366	8550	1157	1657	6763	16000	8158	2954	9573	5874	324	10	99
"35372_r_at"	156.6	116	1848	1770	123	112	104	309	82	204	762	1446	341	71	70	36	10	370	69	77	3652	1180	91	3066	131	5077	116	732	10687	118	244	2713	1948	3516	4796	133	119	5564	900	305	1256	335	189	272	13823	10689	750	7165	4695	15119	695	2963	13976	235	103	16000	12232	4441	2115	4064	15929	2737	13652	15370	1398	14625	11165	10838	8713	9384	166	15813
"35756_at"	692.4	1467	304	1003	234	800	446	392	371	406	226	674	509	2383	336	983	351	248	382	435	190	92	548	267	232	382	10	813	10	166	27	10	287	10	10	155	36	605	10	10	1331	336	10	443	10	10	223	10	330	10	93	1553	10	10	10	10	10	10	42	10	10	196	10	10	957	10	10	10	238	10	10	260
"35763_at"	10	10	10	10	697	10	10	10	10	10	10	10	381	10	325	10	10	10	10	576	378	134	167	10	275	169	259	365	10	15	158	263	10	10	10	330	554	10	10	2215	2143	10	387	231	10	10	10	10	127	724	10	10	235	699	260	232	10	10	972	105	10	920	10	1110	10	10	645	10	523	10	744	10
"35766_at"	10	19	49	10	114	10	202	88	189	10	10	10	10	161	10	10	10	10	10	113	109	44	12	10	35	10	43	10	10	28	10	22	127	10	13	10	10	10	10	41	160	10	10	14	10	110	88	10	48	327	263	345	981	1071	12	60	1731	10	10	442	10	1006	266	10	164	202	336	1468	35	215	229	104
"35775_at"	90.6	101	240	10	138	53	172	135	499	70	217	24	81	120	597	258	59	26	65	248	209	335	108	92	34	71	44	80	10	10	33	29	24	282	30	383	10	10	10	251	13	445	62	243	10	10	10	10	10	10	10	10	10	16	10	10	10	10	10	10	10	112	10	10	10	10	254	10	10	10	10	10
"35828_at"	359.6	10	10	10	714	353	538	10	10	10	122	131	1348	10	1325	10	10	818	852	666	1227	10	90	10	2985	10	10	827	3205	427	102	70	10	2621	10	516	809	10	1557	65	4371	928	1238	793	10	1351	776	107	877	2704	48	3798	534	1078	813	347	165	1421	10	10	1961	61	2036	10	10	10	10	10	2556	10	378	2117
"35829_at"	63.3	10	96	10	10	10	10	10	54	10	44	10	46	10	10	52	10	10	10	27	10	137	10	42	41	10	10	10	10	48	12	10	10	10	10	78	10	10	10	10	4911	10	10	10	81	75	111	10	10	10	2888	581	33	308	30	127	175	190	10	166	270	23	10	10	33	10	139	108	74	158	122	10
"36105_at"	10	80	10	671	95	35	10	26	26	614	1122	1745	462	10	10	3708	10	115	1419	10	1191	10	16	90	42	82	39	10	506	10	1499	10	10	10	10	10	10	10	10	10	10	98	10	10	10	1451	2229	365	10	222	10	10	34	10	10	11736	10	30	10	10	10	10	10	10	164	10	16	10	10	10	101	10
"36108_at"	9119.2	6901	10	6889	6516	10	10	1563	10	10	7513	10	8723	282	1586	5972	8238	10	10	10	2334	10	4029	3564	1951	10	2003	2449	10	1151	2658	10	420	347	1517	1294	455	3616	10	227	10	3402	5384	5409	10	10	10	10	10	458	10	10	10	10	10	10	945	41	10	448	537	10	5881	1073	10	53	10	10	2511	10	10	10
"36119_at"	303.2	161	54	240	10	59	33	2710	10	156	10	10	93	3246	10	10	10	17	1625	10	63	10	56	10	25	116	77	45	43	10	10	39	29	95	10	90	10	10	44	16	10	60	139	27	51	10	127	10	292	73	10	10	125	172	37	173	142	136	29	40	10	10	10	140	10	39	10	276	10	10	45	1819
"36132_at"	850.9	1322	10	1522	210	229	559	432	1667	1236	807	20	10	2312	1291	2221	993	1269	352	377	647	10	225	1149	736	10	656	10	1323	198	80	245	41	10	41	404	85	779	10	395	279	121	43	189	10	10	10	10	10	10	103	10	66	10	10	36	25	112	10	10	10	10	299	10	10	82	10	10	16	10	10	10
"36144_at"	10	42	132	214	26	10	10	10	10	10	476	10	136	723	10	10	10	143	86	10	152	10	10	10	41	10	104	239	344	51	124	10	34	256	10	10	10	292	561	10	10	100	10	535	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	134	10	10	10	10	10	10	10	10	10
"36149_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1103	97	105	257	4597	10	10	10	10	3072	10	446	10	434	1147	266	10	1577	318	929	10	10	10	10	10	536	10	671	10	10	10	10	10	10	10	10	10	10	10	10	10	10	856	10	441	10	10	10
"36150_at"	10	201	80	10	10	10	147	10	10	10	10	10	10	10	10	10	2895	10	10	10	10	10	10	10	312	613	159	317	10	10	10	10	10	10	10	10	104	10	10	10	835	10	10	256	10	10	10	10	10	819	10	10	10	10	10	503	26	544	10	10	118	999	1372	10	1123	1833	1220	1525	10	10	10	10
"36156_at"	10	10	10	10	10	10	10	310	10	225	10	10	10	10	10	76	10	10	10	10	449	208	10	10	824	956	10	239	858	292	10	10	10	10	10	10	10	305	10	532	10	10	10	242	1341	25	10	10	10	10	11	864	675	10	10	454	10	10	10	10	10	10	103	10	203	1651	10	2046	86	10	10	10
"36193_at"	45.4	591	10	450	167	10	579	436	741	366	606	526	10	982	243	1873	813	1166	430	207	332	395	10	10	727	522	596	240	287	307	34	10	202	631	10	10	307	188	10	10	1270	271	195	1649	10	10	10	10	10	492	728	1119	504	10	10	433	10	10	10	10	10	252	458	10	987	10	10	10	103	10	97	10
"36197_at"	10	10	10	10	10	10	10	34	10	10	411	62	10	10	10	10	10	10	10	10	299	10	10	10	54	10	10	10	534	10	2558	10	49	10	21	10	10	10	35	10	10	10	10	10	287	10	10	92	10	10	10	10	10	10	10	640	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"36204_at"	1358	359	110	211	10	410	1242	207	402	180	437	10	10	687	10	196	440	222	10	100	10	136	696	10	35	10	10	10	10	10	90	222	10	10	10	562	10	10	10	10	173	10	10	10	10	38	10	47	10	10	164	10	43	10	429	10	10	10	10	10	10	75	10	10	174	10	10	10	10	252	10	10
"36593_at"	207.3	49	10	161	10	10	66	160	83	344	74	142	10	94	10	355	10	87	80	10	46	154	89	122	240	50	110	10	86	145	85	10	55	10	10	10	10	20	10	10	10	66	10	377	40	75	10	10	10	10	113	383	49	10	10	10	10	243	10	99	10	32	65	10	220	10	10	10	208	10	68	173
"36612_at"	258.6	246	123	395	171	150	238	133	128	222	532	327	46	620	99	681	86	223	195	10	645	200	238	69	100	117	218	10	235	83	177	133	10	10	33	146	179	166	142	10	10	1016	10	943	10	10	10	10	10	10	10	71	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	74	10	10	10
"36638_at"	14632	6855	4344	5995	4731	11160	16000	16000	1599	6528	16000	8794	5443	16000	1280	11528	63	6380	8868	522	12149	927	15461	10812	5237	308	16000	6364	14719	7049	16000	10702	8457	16000	14484	6874	6621	9897	12095	16000	8124	16000	16000	16000	658	165	86	100	45	330	127	10	118	273	9510	178	203	275	103	158	79	20	149	123	82	137	326	40	105	406	335	158
