	DLBC1	DLBC2	DLBC3	DLBC4	DLBC5	DLBC6	DLBC7	DLBC8	DLBC9	DLBC10	DLBC11	DLBC12	DLBC13	DLBC14	DLBC15	DLBC16	DLBC17	DLBC18	DLBC19	DLBC20	DLBC21	DLBC22	DLBC23	DLBC24	DLBC25	DLBC26	DLBC27	DLBC28	DLBC29	DLBC30	DLBC31	DLBC32	DLBC33	DLBC34	DLBC35	DLBC36	DLBC37	DLBC38	DLBC39	DLBC40	DLBC41	DLBC42	DLBC43	DLBC44	DLBC45	DLBC46	DLBC47	DLBC48	DLBC49	DLBC50	DLBC51	DLBC52	DLBC53	DLBC54	DLBC55	DLBC56	DLBC57	DLBC58	FSCC17	FSCC3	FSCC14	FSCC11	FSCC8	FSCC16	FSCC15	FSCC5	FSCC10	FSCC12	FSCC4	FSCC13	FSCC7	FSCC18	FSCC6	FSCC19	FSCC2	FSCC9	FSCC1
X62822_at	116	10	10	10	10	10	10	10	10	10	10	10	10	10	10	622	534	847	507	10	10	78	39	152	10	10	10	23	10	146	201	248	10	1789	10	61	10	38	10	217	399	104	23	264	138	637	115	960	10	374	10	118	46	655	1362	10	10	94	529	10	73	10	180	10	113	522	10	513	766	1091	520	38	247	10	390	459	10
X63380_at	289	988	1207	10	155	270	893	10	1327	997	909	10	2951	10	10	794	10	367	149	699	239	436	117	401	10	10	615	386	10	217	1052	208	5849	211	510	10	281	1381	10	727	297	45	10	771	10	763	1065	275	10	148	128	1060	10	10	500	10	93	10	10	10	10	10	222	10	10	227	10	1185	125	235	10	10	10	10	10	438	10
X63578_rna1_at	10	159	10	39	10	46	10	10	993	49	10	82	10	10	10	10	68	46	10	10	204	10	10	69	26	10	10	40	228	10	10	10	265	138	189	103	60	95	101	20	10	10	10	152	10	337	10	10	10	10	10	441	55	10	20	10	10	10	10	10	10	10	10	807	10	54	10	10	10	10	166	10	10	277	10	10	10
X63755_at	73	147	10	174	45	10	45	113	10	163	241	173	99	364	401	10	243	10	156	54	191	343	10	10	10	71	231	10	468	10	10	68	10	75	10	157	10	10	744	46	10	10	324	86	10	10	50	10	10	10	10	74	10	391	10	293	136	170	10	109	1133	730	160	536	237	17	112	10	10	199	10	10	125	885	35	168	406
X64044_at	31	10	10	10	10	10	10	10	10	10	10	10	65	27	10	153	10	40	67	10	69	10	50	66	10	10	10	10	70	267	411	84	10	108	10	139	10	10	10	76	259	53	10	10	52	284	128	10	10	70	14	41	10	233	283	10	173	69	190	64	10	10	63	10	160	261	97	199	381	213	127	10	74	10	72	10	32
X64728_at	239	241	296	178	64	237	10	321	10	61	10	10	23	193	10	10	68	82	241	125	242	10	10	183	203	439	10	199	10	105	10	259	10	143	10	129	10	10	10	10	10	10	122	120	82	367	358	141	79	83	163	10	135	10	76	95	92	127	103	10	10	10	10	10	218	208	150	93	174	105	153	165	51	239	10	120	207
X64838_at	376	652	874	267	644	548	255	222	10	1111	10	525	812	332	10	181	83	10	280	79	10	363	59	10	130	10	10	10	11	10	729	277	634	452	10	308	455	491	320	209	10	119	10	980	157	719	10	188	33	233	70	10	82	13	369	225	220	349	486	10	10	10	10	10	140	355	46	222	455	581	475	524	39	193	324	10	63
X65550_at	10	382	442	107	242	210	470	136	152	462	163	336	717	209	15	122	10	10	363	12	10	164	10	112	28	10	30	10	10	27	197	133	795	204	10	43	297	637	10	32	10	138	202	526	10	10	100	227	252	138	49	198	36	233	214	10	88	13	10	10	10	10	20	10	10	63	98	10	10	55	10	10	10	65	10	66	10
X65633_at	26	298	15	10	41	113	101	10	124	368	10	150	181	276	115	146	32	10	10	10	10	276	10	116	120	10	200	89	10	76	332	146	43	208	10	225	38	100	10	10	83	167	229	129	10	10	10	10	62	34	10	130	267	224	79	74	73	116	358	51	10	10	151	10	10	16	10	94	10	96	19	59	149	10	10	10	13
X66114_rna1_at	10	10	10	164	10	78	411	25	118	347	10	538	131	10	10	111	133	10	1085	10	172	10	51	178	10	10	10	10	10	10	35	10	10	552	10	228	180	10	10	147	10	10	10	204	83	518	10	194	10	76	10	10	182	10	263	10	36	228	10	10	10	10	10	10	10	440	124	247	282	57	176	10	10	10	10	10	10
X66533_at	187	10	82	47	72	12	10	76	10	25	10	10	10	163	237	115	10	58	212	16	13	237	145	112	87	160	10	25	10	10	173	39	10	345	80	193	25	10	116	62	10	19	10	35	10	509	10	10	10	51	67	143	126	74	201	19	135	109	204	278	10	10	93	10	194	341	81	70	163	166	213	360	46	65	20	10	140
X67325_at	504	8221	2222	1366	10	1625	592	10	10	8198	10	3744	2050	6833	649	10	10	10	10	10	10	2919	439	592	2969	1659	10	10	10	169	1710	1136	10	3102	6119	2612	608	1522	10	392	58	10	10	1274	428	1067	10	46	1122	307	523	1710	3858	10	8009	343	122	8627	10	430	10	10	10	10	10	822	87	10	167	44	1003	1002	377	10	10	10	10
X68264_rna1_at	10	105	10	53	10	74	248	10	52	10	393	83	43	101	425	172	15	10	354	10	103	162	10	72	197	177	53	73	205	153	10	10	29	208	10	43	56	76	10	69	10	53	10	148	10	160	236	10	24	175	81	38	159	299	119	10	73	123	267	10	10	10	10	10	262	10	152	602	152	10	10	56	10	10	106	10	10
X68314_at	78	167	10	119	53	169	223	10	10	295	10	129	91	10	10	10	10	95	10	10	10	10	10	418	157	10	63	156	10	10	108	47	10	171	10	101	125	190	10	10	359	125	10	104	32	214	10	10	88	64	10	394	10	10	10	10	103	24	166	10	10	10	10	10	158	10	10	115	195	204	164	86	10	10	10	10	10
X68836_at	17	10	145	15	10	10	10	137	10	10	10	10	50	10	10	441	276	320	283	10	10	383	131	51	163	10	10	10	10	441	228	267	10	495	10	47	42	128	10	330	294	380	86	10	133	509	10	374	229	267	96	10	281	431	436	28	191	234	170	10	29	10	39	10	40	284	10	190	316	346	271	17	153	10	336	53	10
X70070_at	10	10	10	29	11	10	10	10	10	76	10	10	10	10	10	49	10	10	235	10	10	254	10	151	10	326	10	10	10	136	382	195	10	50	10	10	10	238	10	10	10	10	10	10	10	976	10	10	10	10	10	380	10	10	10	10	10	10	10	10	10	10	10	6413	10	10	317	10	10	10	10	10	10	10	10	10	10
X70991_at	27	272	108	216	137	40	10	179	147	354	109	140	341	89	66	413	269	166	10	10	10	10	10	250	68	10	292	144	112	107	320	10	422	163	10	202	152	199	582	10	10	10	10	270	115	142	299	87	198	303	147	334	97	10	35	178	39	56	220	289	10	10	23	60	10	34	10	129	220	108	10	10	62	10	103	10	10
X71135_at	227	234	429	196	10	196	27	94	75	30	10	87	10	10	123	10	10	10	659	22	790	10	166	10	50	10	441	170	10	100	10	10	112	10	392	10	213	10	10	10	228	10	154	190	10	10	10	132	53	10	10	285	10	10	133	45	134	10	179	238	10	319	280	1356	131	53	104	10	16	10	56	10	10	1212	51	19	423
X74328_rna1_at	10	10	318	69	398	10	10	137	220	10	489	79	85	10	10	215	77	56	384	10	10	243	10	117	31	156	10	102	10	10	328	228	85	97	359	10	394	662	10	284	387	10	10	129	55	147	10	74	10	136	258	54	53	105	247	10	138	158	223	43	10	137	10	2524	108	10	21	49	461	534	25	10	10	10	266	10	10
X75546_at	25	74	10	55	10	70	90	10	211	258	427	94	10	403	329	277	378	10	208	164	10	10	10	149	209	294	137	197	10	183	10	362	76	270	118	10	10	74	10	10	10	10	246	10	226	206	239	237	172	10	10	480	230	407	36	106	73	21	394	81	559	10	83	2378	364	153	113	234	10	226	115	74	231	185	10	10	10
X76059_at	33	216	118	174	10	10	135	10	10	59	343	29	10	184	399	27	10	10	43	10	353	77	10	70	10	10	10	51	180	34	39	137	321	29	10	10	10	18	273	10	10	10	10	120	65	17	27	10	10	58	149	369	10	220	28	10	10	24	88	328	566	137	123	1773	50	10	10	127	10	87	10	10	10	115	10	10	95
X76105_at	39	423	290	172	848	394	388	226	287	463	10	231	610	10	10	303	10	10	1254	97	10	1251	499	166	353	10	10	10	10	10	545	10	1419	1317	10	607	650	1325	10	10	327	503	10	472	184	2287	10	406	797	34	613	1011	476	10	845	10	156	270	10	10	10	10	10	10	10	427	32	356	516	904	154	175	319	10	491	13	10
X78706_at	210	759	227	10	10	10	10	10	10	588	10	305	473	10	10	542	247	87	10	601	10	10	10	379	10	10	441	10	10	735	254	200	10	652	406	162	10	10	10	166	585	404	349	10	10	149	10	10	62	353	10	10	93	355	354	328	526	88	10	23	10	234	10	10	10	329	10	230	270	640	520	165	67	10	242	268	10
X79483_at	10	107	10	47	10	10	33	10	10	193	197	173	10	316	324	211	77	32	10	10	10	75	10	313	140	10	36	55	29	10	206	10	10	10	193	10	107	502	10	51	66	417	124	10	41	10	10	10	19	10	10	10	70	473	10	216	20	10	10	10	144	10	85	570	10	10	10	236	10	139	10	10	10	10	10	10	10
X82125_at	145	43	75	10	22	168	10	35	36	11	10	49	10	57	257	96	10	25	125	10	130	10	99	153	203	117	10	104	180	10	27	63	10	10	10	62	20	10	288	105	10	10	10	10	12	253	204	39	10	20	87	13	82	221	34	201	10	128	123	10	10	88	10	10	119	76	144	91	166	74	97	10	10	10	60	10	241
X82224_at	86	243	10	23	120	218	352	261	593	285	260	295	296	10	10	32	10	10	444	144	10	198	110	30	242	10	10	25	10	147	10	10	575	10	10	17	196	646	136	86	10	128	10	120	85	77	10	191	79	46	10	82	10	10	152	10	10	10	10	10	10	10	70	10	10	10	10	20	10	10	10	34	267	10	207	92	10
X82240_rna1_at	10	10	10	10	10	136	90	503	16000	10	6785	145	2626	55	669	10	1325	181	10	2121	10	10	1953	3807	10	708	399	215	793	6024	10	5190	336	54	1445	10	159	8689	7129	10	19	131	10	2155	45	10	10955	8609	96	67	1821	7139	1788	851	5645	1446	100	10	522	1590	1855	2620	2219	4928	925	5447	3627	480	10345	9055	614	2501	1054	2706	4876	2498	3507
X82494_at	10	826	10	222	10	97	131	10	10	879	10	10	154	13	10	10	10	10	10	10	10	438	10	10	55	10	57	10	189	10	506	113	10	615	99	165	10	10	10	42	10	209	136	54	10	10	10	10	233	267	36	10	10	135	847	44	77	10	10	10	245	10	26	10	10	10	10	93	10	10	10	10	10	10	10	10	10
X83543_at	104	242	267	184	23	100	10	10	43	48	11	95	542	184	36	139	10	158	10	11	69	16	238	171	297	10	220	15	208	143	435	10	129	65	80	10	73	307	69	37	193	93	10	77	39	366	10	10	70	64	59	310	218	10	64	10	193	63	59	10	33	10	121	10	33	33	10	105	81	10	10	10	64	10	58	10	53
X84373_at	292	439	457	404	884	341	10	237	23	503	70	146	717	10	25	766	30	69	518	272	10	575	142	79	570	167	201	10	20	31	660	10	10	505	10	221	140	216	17	10	24	52	131	268	119	664	10	58	220	130	156	10	102	41	569	65	179	391	277	136	10	10	10	10	142	272	167	129	185	293	354	285	389	10	248	27	10
X85106_at	10	10	224	158	10	10	65	10	10	10	404	10	10	10	273	10	10	10	993	10	10	10	52	269	10	566	248	10	10	10	10	96	10	27	10	10	10	10	407	10	10	41	10	10	41	10	66	84	10	95	10	514	10	260	71	174	118	254	10	10	606	595	10	1270	10	10	10	352	10	10	14	201	10	472	10	10	289
X85133_at	108	126	186	374	354	314	119	550	70	162	552	217	177	53	10	10	60	10	65	10	10	10	10	10	10	10	10	10	10	10	276	39	274	10	10	165	389	978	10	80	103	140	10	260	38	68	10	10	10	47	10	10	10	10	151	44	51	11	184	10	10	10	10	10	10	29	10	27	122	135	88	10	112	10	197	10	10
X85237_at	10	10	10	10	10	70	10	10	26	10	10	10	266	10	10	10	38	10	480	10	10	250	10	10	10	10	10	10	10	62	198	10	68	460	10	166	146	10	10	10	150	240	10	73	10	241	40	10	71	185	230	10	10	136	458	10	143	197	276	10	10	10	10	10	30	15	10	172	111	302	123	371	10	10	10	10	10
X87767_at	10	70	80	186	138	31	92	72	24	10	205	31	10	41	329	66	220	66	44	10	167	10	10	143	51	401	11	89	171	37	27	41	359	60	10	80	89	115	10	181	10	10	10	106	52	15	102	100	10	117	10	47	82	38	59	242	10	123	55	10	10	10	10	10	103	10	10	326	10	67	107	131	103	10	10	65	10
X87870_at	245	206	10	43	404	10	10	10	10	197	10	121	127	636	669	10	10	10	10	10	242	10	10	10	10	10	10	10	10	10	10	10	10	10	1006	48	10	10	10	10	10	129	453	10	10	10	113	17	313	171	10	10	10	80	151	10	10	10	27	10	10	10	109	528	69	10	40	162	10	135	10	368	10	10	10	10	10
X89416_at	10	10	10	130	10	10	10	10	10	299	10	10	147	332	10	55	306	302	10	10	10	464	10	10	361	10	10	10	10	13	792	10	10	296	10	407	103	387	10	10	10	92	10	10	10	10	10	10	39	86	10	10	376	10	430	10	10	667	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
X90568_at	35	6988	10	77	538	177	10	31	91	8656	807	85	83	46	10	51	10	10	43	10	10	92	10	78	110	10	10	23	18	57	249	590	64	56	10	71	106	77	218	179	124	10	10	259	18	49	68	19	10	107	10	10	10	141	169	33	91	30	10	19	24	10	10	12	265	55	61	104	342	128	104	163	168	11	454	26	152
X90840_at	10	73	382	91	87	201	99	314	10	78	322	99	10	10	10	10	165	10	129	10	263	10	10	107	253	10	10	88	61	10	10	189	70	10	10	229	10	291	10	10	10	168	10	10	10	10	10	10	10	10	10	10	142	181	10	10	81	10	10	10	10	10	253	781	317	10	10	10	10	221	10	258	10	602	10	10	53
X90858_at	563	1205	736	749	196	754	411	593	76	1425	347	608	1679	249	77	2932	17	154	206	10	10	1470	27	40	1048	135	381	235	89	90	962	243	1713	764	10	748	480	461	10	10	271	139	175	315	209	3266	111	89	361	28	10	179	339	10	336	178	77	569	11	187	10	10	26	10	24	157	203	45	35	53	125	292	82	10	76	10	37
X90908_at	103	64	116	124	174	88	165	10	10	14	126	119	10	226	170	33	10	40	151	10	159	10	24	10	95	25	10	83	130	25	51	97	10	96	10	113	49	20	93	533	10	10	10	69	202	95	37	74	10	138	10	18	97	156	73	165	110	10	138	10	10	10	10	10	142	10	21	10	10	73	51	10	10	10	10	52	138
X90999_at	95	200	249	283	50	123	10	170	10	104	24	15	474	173	10	185	51	10	129	82	10	10	153	256	89	56	10	10	10	10	111	31	16	383	10	274	183	99	10	91	94	110	30	35	10	272	10	117	43	47	119	169	80	10	189	172	167	10	61	10	43	10	117	10	10	177	187	154	265	387	157	257	182	10	311	40	10
X91117_rna1_at	67	66	10	113	221	87	83	84	10	136	10	109	108	219	322	10	16	10	10	252	284	136	10	10	10	388	142	10	217	11	128	114	10	10	236	10	35	176	515	29	10	54	103	83	10	10	94	10	10	10	138	10	10	28	10	14	10	10	118	36	160	603	64	10	135	34	15	109	10	10	209	57	10	636	10	100	455
X92762_at	45	541	10	289	223	447	682	207	261	669	458	661	462	39	10	272	243	105	570	324	10	1458	108	533	203	10	346	69	10	10	314	31	1164	475	10	140	481	696	10	99	830	552	131	357	145	808	221	10	623	405	10	511	321	138	409	205	91	10	139	10	191	10	266	6040	10	10	10	149	178	495	10	449	301	10	517	135	289
X92972_at	553	87	728	10	10	10	10	324	10	10	23	10	10	10	10	336	10	10	863	10	55	10	627	10	10	321	10	200	10	10	333	10	10	501	10	181	328	263	75	69	10	10	10	190	10	1233	414	291	73	107	415	529	363	10	165	10	125	10	10	431	10	10	10	10	10	251	10	111	477	146	214	647	101	10	10	10	10
X93498_at	65	484	10	117	10	105	24	110	19	1127	69	42	35	16	54	29	10	60	10	35	103	130	27	66	10	10	91	10	224	15	58	185	50	10	160	50	67	10	628	10	11	54	61	80	10	10	10	14	10	10	29	232	10	20	99	118	10	59	32	204	10	391	127	467	160	10	83	10	23	34	117	58	58	578	16	37	118
X93996_rna1_at	253	130	10	353	121	10	115	10	10	276	483	238	43	10	10	10	584	10	10	183	10	274	12	143	10	790	10	10	128	159	10	57	16	10	10	130	10	10	10	10	10	121	198	212	351	10	10	390	10	193	460	10	57	550	123	10	131	10	196	143	261	143	26	5877	10	159	10	10	10	10	226	10	211	10	143	10	10
X94910_at	412	19	254	63	414	532	330	1026	645	43	224	507	1493	10	10	1144	2245	962	412	133	10	10	577	402	286	10	10	126	10	757	10	296	443	1362	10	814	1241	862	10	738	1281	2137	198	645	714	10	851	815	1402	674	10	773	704	698	690	55	543	191	362	10	10	10	149	10	10	1603	10	688	1553	1265	742	10	1021	10	1408	525	10
X95384_at	64	154	10	10	115	186	10	47	22	10	168	46	127	10	10	85	10	123	77	10	10	10	239	293	192	48	10	10	10	183	481	116	61	108	10	127	165	540	10	58	130	259	10	165	62	1123	35	33	107	45	135	91	291	99	266	211	109	43	10	10	10	10	23	10	10	137	10	18	206	166	150	193	60	10	20	137	39
X95406_at	74	374	10	10	88	146	244	115	11	306	10	10	67	205	10	37	10	10	10	10	82	10	39	49	10	10	114	77	178	91	76	169	10	103	590	107	82	157	10	10	10	40	114	37	10	10	52	10	10	45	13	225	10	34	48	30	148	10	159	774	10	10	197	1073	10	126	10	72	10	176	10	125	144	10	10	10	118
X96719_at	117	135	44	178	10	274	10	10	10	301	10	123	715	431	10	10	150	163	10	10	10	561	206	582	567	146	10	10	217	140	257	87	10	1217	10	1527	45	10	10	10	10	127	10	10	157	794	10	10	178	10	26	10	1271	10	185	714	372	507	10	188	10	10	10	10	80	1030	255	10	422	71	218	275	513	10	754	183	10
X96783_rna1_at	63	10	137	10	121	10	10	10	10	10	10	10	164	292	610	246	157	10	222	10	287	707	10	10	10	156	10	10	10	36	10	10	10	57	10	47	10	106	421	10	10	389	175	10	98	10	154	10	10	10	10	335	10	477	166	10	10	77	38	10	374	380	72	995	375	10	160	147	10	156	10	119	68	331	10	10	310
X96849_at	10	606	10	238	29	10	56	205	24	606	255	246	10	597	329	10	10	10	10	10	10	497	10	10	10	10	203	10	317	10	332	115	215	282	463	131	10	185	404	10	10	53	466	55	10	10	145	10	71	10	612	10	10	272	185	10	152	10	243	98	481	782	169	10	72	10	10	205	10	268	10	402	10	195	34	10	380
X97058_at	48	272	215	234	357	23	52	256	70	104	339	243	11	209	110	10	51	10	10	64	10	10	58	10	128	10	10	10	112	10	160	61	155	196	311	187	246	305	10	54	50	65	27	110	10	10	26	11	10	10	130	70	62	10	11	53	10	135	10	10	10	16	49	124	10	57	10	10	10	36	37	91	64	29	10	13	25
X98258_at	10	10	100	10	96	19	146	10	138	10	103	89	220	20	10	72	10	103	10	10	10	150	79	55	10	14	10	10	10	20	87	34	447	76	10	136	149	23	10	10	93	10	10	80	21	130	35	130	105	58	147	187	27	11	68	10	62	86	55	10	27	132	10	171	37	54	27	10	263	91	131	34	172	217	164	75	10
Y00815_at	10	80	67	97	10	61	10	325	222	94	10	123	10	59	12	25	10	10	327	10	53	64	15	134	83	179	10	51	137	10	129	72	48	238	61	91	120	36	451	10	10	10	10	161	10	649	10	10	80	104	38	167	86	153	123	71	34	19	73	154	10	10	10	10	87	31	49	87	54	49	68	146	10	273	10	10	46
Y00970_at	10	81	10	10	94	111	58	10	151	10	10	84	58	27	10	10	10	10	10	10	481	10	10	220	331	129	200	10	10	342	185	10	10	212	652	417	19	615	10	10	401	10	10	106	10	10	107	10	136	46	10	10	262	69	10	10	10	65	10	10	10	10	68	10	10	165	10	10	10	67	10	10	10	10	10	10	10
Y07595_at	10	10	10	184	10	10	126	10	10	10	10	127	35	10	10	10	136	10	202	10	10	49	10	10	10	10	10	10	10	195	313	92	10	58	10	10	185	288	10	10	188	56	10	52	10	10	10	121	42	10	10	240	10	10	229	10	17	256	66	10	188	90	164	2202	10	79	10	236	37	138	75	10	67	21	84	135	10
Y07604_at	10	511	10	612	326	146	590	898	247	921	803	876	10	103	10	189	368	381	205	329	10	568	10	89	143	10	75	10	10	10	61	372	615	402	10	399	401	681	10	843	108	199	41	901	68	124	10	305	230	172	669	300	350	792	703	77	10	255	10	10	10	10	132	10	203	92	10	569	652	491	720	822	496	10	632	64	269
Y07707_at	34	124	274	128	362	279	27	336	160	327	10	416	10	10	10	215	10	63	253	10	10	10	128	154	70	10	10	10	10	10	817	10	538	92	10	61	487	692	96	32	10	10	10	263	95	373	10	23	217	250	92	111	89	10	297	10	65	10	85	10	10	10	10	10	10	116	64	30	78	192	23	75	10	10	10	10	10
Y07759_at	10	301	226	214	261	241	434	189	209	273	30	431	31	10	10	52	10	186	10	10	10	492	54	10	44	10	10	10	10	10	17	10	243	176	10	113	505	275	10	10	10	10	10	364	31	297	10	41	10	29	168	80	38	10	159	10	88	10	10	10	10	10	10	10	10	10	10	10	10	10	79	34	10	10	10	10	10
Y07829_xpt3_at	10	261	285	202	202	232	58	139	32	276	452	11	127	43	108	62	132	10	10	123	45	10	10	47	10	10	10	10	66	48	76	10	371	10	420	166	50	120	10	19	10	91	155	40	66	64	10	36	76	10	143	10	22	10	43	10	183	10	10	10	10	258	10	10	10	70	10	73	38	25	95	51	77	10	63	52	80
Y08374_rna1_at	246	3122	3964	991	237	4209	956	248	364	4988	537	6115	4608	10	881	10	321	821	34	527	316	3290	10	186	1373	215	30	322	43	2422	10	1336	488	3614	113	5086	296	956	2697	261	65	493	188	2426	562	1264	10	175	322	996	393	10	10	10	256	13	1349	5318	10	10	146	129	10	90	10	10	552	102	107	11	10	10	77	23	89	10	313
Y08613_at	10	63	10	10	185	10	119	49	10	10	590	10	10	10	10	10	10	10	10	10	10	10	137	10	10	10	10	54	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	23	10	10	10	159	10	10	51	10	10	10	50	10	95	10	65	10	10	10	10	3949	10	22	10	12	10	53	37	10	10	10	10	10	10
Y08639_at	10	389	310	325	209	297	15	175	247	170	335	263	42	10	10	86	121	61	10	24	10	10	138	10	84	227	10	10	10	10	41	10	139	21	10	170	25	145	10	93	10	10	15	66	132	103	37	200	24	29	51	10	10	83	107	36	126	70	73	187	10	10	60	10	10	10	49	219	91	19	103	10	10	10	76	34	149
Y08999_at	127	27	10	10	10	95	10	126	11	53	10	113	864	10	10	1128	217	42	564	10	10	361	446	164	10	12	10	10	10	10	189	10	1106	688	10	384	534	262	10	10	10	652	10	10	247	9051	10	52	133	500	2253	205	146	10	448	10	135	530	10	112	10	10	10	10	10	428	10	66	191	244	188	355	225	10	478	154	10
Y09858_at	88	104	101	178	99	17	72	268	10	10	483	18	54	203	10	67	73	34	10	25	31	10	10	35	10	10	10	10	208	10	355	208	80	70	165	66	10	44	293	47	115	10	137	10	10	10	10	10	10	86	10	10	42	175	27	227	121	10	162	151	191	10	10	115	165	38	152	186	88	81	35	80	10	315	10	10	202
Y10207_at	10	10	434	10	135	216	70	77	145	10	153	83	144	10	10	256	10	10	10	10	10	51	123	70	484	236	10	30	10	271	370	10	10	195	10	10	10	195	10	54	104	20	10	111	260	256	193	138	132	238	71	10	10	10	138	330	67	172	342	252	10	10	63	10	10	10	10	10	79	10	10	18	10	119	167	10	10
Y10260_at	213	124	137	49	10	10	65	10	10	173	166	10	10	613	10	203	277	10	440	10	10	410	60	10	312	436	10	260	10	10	410	10	10	401	10	221	10	121	357	246	10	10	10	76	267	246	293	138	10	10	109	333	177	10	10	336	10	435	10	710	10	10	10	10	535	286	318	472	260	332	10	179	10	588	10	237	10
Y11306_rna1_at	10	507	257	245	10	10	122	413	21	217	10	197	179	10	10	183	168	177	63	10	135	27	10	438	128	144	10	123	34	243	230	123	91	219	14	84	187	261	10	252	222	168	10	45	146	663	10	258	161	116	222	10	84	119	263	18	145	91	179	66	10	10	32	10	179	185	10	10	164	15	263	113	133	10	20	10	10
Y12394_at	112	36	278	39	37	83	10	128	10	35	10	10	119	10	10	20	49	18	126	10	10	105	65	10	17	10	10	10	10	30	173	10	155	118	10	76	167	139	10	10	62	202	89	60	59	88	72	87	20	61	172	67	22	168	158	29	10	149	123	10	10	10	50	214	10	117	10	102	221	242	146	99	16	35	10	70	10
Z11695_at	10	125	10	13	10	19	61	95	100	10	10	142	277	10	10	72	10	57	597	10	10	121	67	10	10	10	10	10	10	27	10	10	252	244	10	10	210	42	10	10	10	395	10	128	10	10	10	39	20	61	38	111	10	10	619	10	28	10	10	10	10	10	10	10	10	20	10	10	554	155	164	10	237	10	152	130	10
Z15108_at	10	23	31	402	206	10	72	140	10	58	360	10	10	10	15	79	191	10	10	10	10	64	10	54	10	10	10	10	10	10	10	10	10	223	10	67	88	230	40	10	10	171	10	222	39	516	18	336	28	11	10	10	10	138	94	10	41	10	85	10	10	10	54	10	10	53	133	216	286	86	164	71	62	59	264	29	10
Z22548_at	330	365	10	10	10	10	133	391	56	432	10	834	2413	10	164	232	10	10	10	590	10	815	213	422	1470	10	10	671	10	184	104	174	1627	744	10	678	244	367	10	10	10	882	98	301	175	1016	10	10	290	10	10	860	444	10	76	10	46	196	281	10	10	10	10	10	10	154	10	45	403	43	68	15	74	10	155	56	10
Z29077_xpt1_at	72	34	234	27	262	116	10	171	19	194	10	10	10	103	115	322	10	136	86	10	157	10	276	247	10	12	158	10	347	10	492	411	138	173	10	230	76	137	186	111	10	10	108	96	66	480	344	181	10	162	134	317	202	203	169	163	73	10	99	98	94	10	86	10	66	151	197	74	239	10	198	14	16	15	10	10	174
Z33905_at	142	10	110	10	10	10	10	10	10	25	13	10	10	10	18	88	125	74	10	10	10	10	10	10	10	10	10	10	173	77	10	10	10	10	103	10	10	10	10	10	10	10	33	10	189	10	10	10	10	254	10	10	10	10	51	59	49	10	10	808	176	10	648	10	517	10	55	48	10	62	84	561	10	225	56	382	118
Z34975_at	144	17	132	10	10	120	42	57	10	72	10	129	134	10	82	260	10	29	139	10	10	10	246	191	114	10	10	94	10	10	157	30	10	232	10	189	137	235	10	99	45	194	10	114	153	563	10	10	155	10	81	115	203	10	281	10	61	10	86	10	10	10	10	10	10	370	20	10	150	315	143	182	100	10	222	10	142
Z36714_at	10	10	10	202	10	265	1426	109	87	396	13	841	1206	10	10	290	326	387	177	395	10	776	269	191	10	10	190	10	10	121	1043	151	886	759	10	266	871	1085	10	10	10	534	461	439	81	1085	245	10	488	347	111	579	33	10	296	10	318	10	10	10	252	10	10	1244	10	10	10	367	10	10	10	10	87	10	10	10	10
Z38026_at	70	496	10	10	10	10	165	10	279	573	10	184	658	10	10	149	10	10	10	10	10	62	316	10	58	10	10	10	10	10	138	178	10	608	10	81	483	271	10	10	10	10	178	89	42	316	148	10	1379	110	460	10	10	29	803	10	182	10	10	340	10	10	10	10	10	10	180	10	10	50	10	10	10	10	10	10	10
Z48512_at	63	529	321	10	188	122	393	526	29	695	506	236	78	13	443	10	155	10	316	164	391	600	10	10	217	259	10	10	523	10	186	241	78	154	373	39	273	424	878	117	10	10	30	495	36	215	593	511	10	10	111	24	10	500	10	10	86	381	368	646	231	834	21	10	383	98	223	383	218	146	170	37	125	231	10	71	490
Z49269_at	10	109	10	146	10	10	144	313	10	260	10	10	15	10	355	10	10	91	10	10	10	10	114	847	307	10	10	50	478	10	10	84	10	380	10	416	33	10	69	10	10	10	10	10	42	1996	10	10	10	10	355	32	939	10	12	151	161	80	396	1748	10	10	465	10	1143	693	192	54	532	594	699	1867	334	1320	889	366	424
Z84483_at	10	10	166	10	10	32	10	10	10	140	10	10	49	283	283	71	151	189	187	10	311	89	10	198	143	123	51	195	171	192	139	55	284	145	137	10	10	25	84	10	100	10	166	134	66	10	29	109	10	121	10	167	10	342	10	145	72	151	194	44	282	66	75	369	174	10	10	206	10	128	120	10	10	424	26	50	245
Z84721_cds1_at	94	195	254	107	10	168	275	280	105	331	285	126	10	10	10	44	10	246	10	46	10	371	35	98	180	10	10	182	10	41	10	10	132	147	23	251	10	249	10	68	10	14	55	190	10	21	10	10	10	143	10	404	243	10	10	18	125	236	10	234	10	10	64	1103	10	65	10	10	19	10	10	92	44	10	29	10	77
