	GSM92240	GSM92241	GSM92242	GSM92243	GSM92244	GSM92245	GSM92246	GSM92247	GSM92248	GSM92249	GSM92250	GSM92251	GSM92252	GSM92253	GSM92254	GSM92255	GSM92256	GSM92257	GSM92258	GSM92259	GSM92260	GSM92261	GSM92262	GSM92263	GSM92264	GSM92265	GSM92266	GSM92267	GSM92268	GSM92269	GSM92270	GSM92271	GSM92272	GSM92273	GSM92274	GSM92275	GSM92276
213345_at	21.6	14.6	30.9	67.9	33.7	28.4	44.4	57.6	12.7	49.7	17.3	36.9	59.1	40	45.6	24.6	51.5	48	76.7	23.3	41.7	82.1	52.8	48.2	47.9	41.1	16.6	10	25.4	10	24.8	10	33.9	101.9	23.1	69.2	43.3
213350_at	144.6	122.1	88.6	71.2	156.7	186.2	121.1	174.8	25.1	131.5	80.4	235.4	74.3	78.1	1271.5	86.3	52.5	72.4	59.6	94.5	50.8	10	1337.5	119.2	123.1	48.1	99.5	1156.7	793.9	143.8	1459.7	19.7	87.8	77	15.4	43.5	822.1
213362_at	10.4	17.8	35.5	22.1	37.2	10	42.1	110.7	98.8	149	78	34.4	77.3	55.4	10	82.4	106.6	88.4	114.2	30.2	118.3	86.8	109.8	77.7	30.8	59.7	13.9	33.7	13.4	43.7	39.7	154.2	62.9	13.2	121.4	121.4	50.9
213363_at	19.9	54.9	31.9	14.5	10	53.4	75.5	10	11.9	27	42.8	10.4	65.2	19.9	10	10	12.2	15.2	10	21.3	36.6	23.5	13.1	19.3	23.6	10	27.8	10	43.4	29.1	15.5	10.1	29.6	51.1	61.7	10	10
213364_s_at	15.6	23	10	10	10	63.6	63	19.1	38	29.3	26.2	17.1	10	26.8	10	10	38.6	14	33.9	31.4	32.9	107.5	32.1	28.7	18.8	54.7	10	45.3	40.3	23.2	10	33.2	27	22.1	36.5	37.3	25.4
213369_at	10	10	10	10	10	10	15.9	53.7	16	178.3	68.4	186.4	75.5	10	10	151.4	235.8	136.3	52.3	10	264.6	298.9	312.4	189.8	117.1	10	10	10	46.8	10	40.1	167.8	88.1	10	198	182.5	76.8
213375_s_at	36.1	29.5	54.9	46.5	58	74.3	110.4	33.7	114.9	156.8	73.9	319.4	38.4	20.8	104.1	28.9	36.3	56.2	52.5	74	63.8	27.1	52.5	57.2	102.7	234.5	101.4	146.8	94.7	15.8	28.1	82.2	239.8	186.6	151	138.5	72.8
213400_s_at	62.2	88.5	110.5	31.2	85.7	161.7	174.1	61	137.5	105	11.1	120.4	245.2	123.1	96.9	10	19.2	67.4	114	113.4	12.5	95.8	15.3	57	212.2	10	142.3	21	123.8	60.6	41.1	100.5	106.6	45.7	19.7	12.8	123
213412_at	76.1	133.4	43.4	131.7	67.3	74.8	16.7	47.8	58.4	39.5	32	10	12	76.1	39.2	30	63.5	94.5	10	39.4	40.5	64.4	52.5	30.2	82.8	30.1	66.2	39	10	78.5	10	62.5	30.1	31.8	50.1	66	10
213417_at	25	41.7	41	31.6	32.6	57.7	13.8	28.9	38.2	12.6	35.8	10	11	10	10	34.3	10	44.7	38.6	10	38.1	28.1	10	10	12	32.2	10	10	10	32.7	20.4	10	61.2	10	45.9	33.3	50.5
213418_at	26.1	85.9	40.8	11.3	80.7	34	37.1	10	24.5	10	13.2	31.7	10	37.5	43.4	15.4	30.6	21.3	57	15.2	23	10	79.5	36.4	56.7	42	203.1	23.2	39.1	47.9	23.2	21	47.8	10	22.2	55.1	39.4
213428_s_at	656.4	544.4	274.9	307.7	717	753.1	531.5	433.9	133.9	164	381.9	213.3	297.8	128	877.1	161.7	113.8	339.5	667.8	116.6	913.8	115.7	180.2	253.7	476.9	378.9	302.9	154.1	215.7	384.2	431.3	219.6	1052.9	286.5	736.4	784.7	2002.5
213432_at	382.2	874.8	230.7	949.1	81.9	18.6	10	10	230.2	10	204.3	24	10	10	307.1	483.4	18.7	10	10	567.8	35.4	85.1	301.8	82.4	10	10	10	10	10	215.7	374.9	81.2	108.2	10	60.5	10	177.8
213435_at	64.5	128.1	78.6	57.4	84.6	43.7	140.6	693.6	456.5	594.7	543.2	10	449.9	65.3	89.8	564.8	473.9	239.6	594	108.3	640.4	715	235.4	560.6	37.3	66.7	87.1	76	324.4	158.4	213	516.7	260.1	32.3	711.5	429.9	385.8
213439_x_at	49.5	84.5	34.3	53.1	50.3	30.1	45.9	103.8	10.9	21.2	53.6	106	43	13.6	75.2	27.6	99	80.1	24.8	38.8	60.5	38	81.7	31.4	78.3	46	47	27.3	51.4	10	10	41.9	10	49.6	14.1	25.5	30.4
213441_x_at	241.7	394.4	203.3	349.6	114.1	116.6	19.8	26.5	152.8	223.2	105.4	24.3	18.9	175.5	346.6	53.3	284.8	171.9	138.6	295	91.4	140.7	284.5	85.5	129.5	177.6	21.4	110.6	125.8	81.2	468.5	133.4	48.5	220.9	185.8	40.4	58.5
213456_at	10	33.8	50.5	10	10	54	10	126.9	10	18.1	17.1	10	46.9	34.2	59	15.3	10	79.8	86.3	10	17.3	14.1	16	23.6	10	27.9	10	41.6	50.6	10	10	104.2	10	14.2	10	10	10
213470_s_at	41	45	45.1	25.1	32.6	29.5	58.6	41.4	51.8	41.6	81.3	10.7	13.5	22.8	22.2	49.1	43.4	52.8	22	64.7	44.3	45.6	47.2	57.9	27.3	49.3	111.8	59.8	44.7	77.2	77.9	11.7	51.3	66.2	10	10	45.2
213474_at	21.3	21.7	33.4	10	41.4	37.1	37.7	36.3	48.4	43.6	10	14.9	10	26.2	34.4	30.6	33.9	67.9	10	35.5	10	32.8	10.5	36.1	48.7	35.3	19.8	10	28.9	25	18.6	35.4	30	35	61.5	38.8	43.1
213479_at	10	18.1	18.6	16.5	28.3	116.2	28.2	12.4	19.8	111.5	19.3	10	178.4	11.9	10	33.8	17.1	273.3	24.2	19.4	46.3	13.5	19.1	519.6	17.2	61.7	27.9	20.3	18.4	10	17.4	10	25.4	19	23.6	37.1	1255.7
213500_at	17.4	38.6	35.9	78	27.2	16.1	33.4	14.1	69.6	10	52.8	48.6	18.7	10	33.2	10	87.3	10	19.8	20.6	52.9	64.1	10	10	12.4	52.3	10	17.9	18.5	16.5	16.1	18.7	32.5	11.5	17.7	76.9	102
213502_x_at	353.3	297.4	259.7	343.9	686.7	101.6	248.4	220	52.1	44.6	14.7	21.4	84.7	205.9	120.6	146.2	195	200.1	112.2	109	433.5	552.3	197.5	367.8	175.2	683.2	260.5	518.5	83.8	193.6	500.7	118.4	403.1	56.1	466.1	519.4	18.6
213514_s_at	64.9	35.3	56.9	67.9	102	69.5	10	56.1	63.5	25.4	53	52.2	12.1	39.2	27.9	42	49.2	36.6	34.8	65.6	47.3	43.1	31.6	40.6	18.7	39.1	49.9	24.8	67.2	76.5	33.2	54.2	50.6	10	24.3	10	11.8
213519_s_at	30.7	26.4	28.4	20.5	106.3	18.4	50	15.4	10	10	18.1	10	29.1	30.9	15.1	10	13	10	35.2	10	40.5	10	17.3	43	43.8	10	10.4	22	37.9	101.2	45	50.4	27	22.4	61.8	14.2	21.5
213542_at	107.5	101.7	30.5	85.4	139.9	115.6	77.3	132.3	188.3	105.9	54.4	234.5	203.2	73.2	134.6	80.3	141.2	100.5	143.3	21.8	136	308.3	125	29.4	127.4	64.5	49.1	80.3	39.8	105.8	69	98.7	112.5	42	209.4	127.1	29.2
213543_at	33.1	53.1	30.4	19.2	10	61.3	67.6	24.2	25.6	10	27.4	30.9	56.2	10	25.6	25.8	64.1	38	30	10	18.5	27.2	10	30	29.8	10	10	23.8	13	14.4	28.5	44.3	18.1	32	59.4	49.9	10
213548_s_at	26.9	40.3	64.1	40.1	41.1	21.4	41.5	36	41.8	30.4	48.8	10.5	11.3	50.5	31.3	16.2	11.7	46.6	25	45.9	10	15.6	10	25.6	10	36.9	40.7	53.7	44.5	37.7	39.5	18.6	61.4	41.2	17.3	25.5	21.4
213553_x_at	106.9	153.4	102.1	80.3	253.6	283.7	443	22.3	90.3	119.1	53.8	157.5	52.7	37.9	114.1	114	106.8	200.5	99.7	61.2	75.4	66.5	816.4	88.5	357.3	84.1	379.4	88.9	73	132.8	99.6	49	126	108.1	194.4	106.1	25.1
213560_at	23.6	54.1	40.9	10	41.1	11.5	60	10	24.3	12.5	10	33	27.2	39.1	71.3	47.9	31.8	80.8	10	31.7	10	39.6	10.5	11.7	26.3	76.6	22	15.7	10	10	10	65.5	10	37.3	27.9	37.2	39.6
213564_x_at	1803.9	1767.9	291.8	97.6	1178.6	342.8	1524.1	2188.2	1905.5	1352.1	1444.2	37.9	785.4	1546.7	1287.4	2336.1	1163.7	493.9	1344.9	45	724.6	1484.6	497.8	1328	149.8	353.9	2299.1	119.3	1490.5	2499.6	1515	1330.5	1335	82.4	716.1	240.5	658.3
213566_at	18.6	43.5	79.4	10.3	61.6	74.1	36.3	64.3	41.4	35.7	10	44.5	15.3	10	10	41.1	10.8	46.4	46.1	33.5	10	30.7	16.9	28.5	31.2	10.8	37.9	65.9	25.8	12.1	10	29	85.6	146.5	67.6	150.4	10.1
213568_at	48.8	77.3	55	28.2	29.3	56.7	25.9	17.6	10	17	30.7	34.6	10	110.6	54.5	38.8	10	10	28.9	38.8	25.2	14.6	15.7	40	38.5	28.2	56.7	36.3	41.1	28.1	32.7	40.4	11.8	38.2	31.7	23.8	21
213569_at	10	28.2	10	10	10	13.8	14.7	10	33.3	10	31.7	45.9	29.9	10.2	38.7	52.4	69.3	48.9	39.6	43.8	61	54.3	10.5	18.5	27.5	10	28.4	13.1	18	10	10	34.1	29.3	12.7	67.4	59.7	10.3
213577_at	203.5	367	205.9	237.7	202.9	182.5	160.1	274.5	123.4	155	80.8	19.8	22	246.3	441.9	189.4	117.5	57.8	239.4	982.1	194.1	139.1	191.7	263.8	557.7	189.3	90.5	99.3	194.7	287.6	153.3	311	10	44.9	191.3	124.9	161.7
213584_s_at	64.2	123.2	57.6	62.9	38.8	19.7	34.7	83.7	10	57.6	70.4	42.8	66.9	18.2	22.3	30.7	57.2	54.2	10	33.1	13	59.2	10.3	57.1	10	31.7	15.4	56.1	28.6	45.3	27	30.3	59.1	63.9	45.2	32.9	30.6
213616_at	46.7	43.9	10	30.2	48.4	10	12.6	25.9	10	10	38.2	12.5	19.4	24.7	21.6	14	32.5	26.1	10	31.7	10	23.6	10.8	14.4	18.2	10	58	10	27.2	177	76.3	16.6	34.1	10	10	10	10
213641_at	10	12	32.4	13.8	24.1	33.1	19	40.3	32.4	44.3	27.3	30.2	10	17.2	34.5	29.2	10	20.7	48.6	44.9	51.1	39.8	62	26.3	49.6	30.6	21.1	62.6	54.8	14	40.5	32.6	23.9	10	56.2	57.8	21.5
213651_at	51.5	70.4	67.2	46.5	10	45.7	67.3	94.1	78.5	93.6	10	71	71.2	10	10	69.6	35.8	23	30.7	26.4	40	96	20	10.2	10	83.5	14.9	31.2	51.1	10	10	68.1	14.7	64.5	87.7	85.2	35.5
213664_at	175.5	191.7	85	389.2	186.2	117.7	89.5	113.3	41.5	156.6	76.6	184.9	31.1	199.2	83.5	35.2	33.9	97.3	27.7	163.9	28.7	67.2	58.8	36.1	100.7	49.3	128.2	288.2	133.7	154	131	111.8	121.4	109.3	61.9	103.8	89.8
213667_at	10	43.5	10	27.9	21.7	10.5	10	10	10	39.4	30	14.8	14	36.1	51.9	38.9	11.6	33.1	55.9	30.3	31.5	57.5	48.3	53.5	38.3	12.4	40.5	78.5	39.5	24.5	22.5	50.6	28.2	93	67.8	81.1	73.9
213669_at	28.7	32.5	10	27.1	51.1	45.3	10	10	31.3	10	44.6	18.9	21.4	25.7	29.1	17.4	64.2	33.1	42.2	10.9	39.5	67.5	88	39.1	19.8	10	16.5	23.6	33.3	45.4	22.2	32.4	18.9	48.1	17.1	53.2	24.7
213681_at	32.9	37.8	41	33.7	64.6	65.4	10	28.2	10	11.9	33.4	10	72.5	45.7	75.5	25.8	10	23.9	15.4	33.6	41.7	55.2	75.2	68.9	119.8	61	30.5	40.5	31.9	74.3	37.8	33	40.8	41.6	39.7	23.7	51.4
213683_at	46.2	10	31.8	10	10	46.4	39.8	63.3	65.1	56.1	70.4	66.4	72.1	11.1	48.2	55.6	77.3	37.5	54	10	28.4	25.8	34.7	34.2	10	41.8	30.1	28.6	32.1	34.3	33	48	28.1	10	67.3	39.3	109.9
213685_at	10	17.3	15.1	10	29.5	38.6	17.6	36.5	20.1	23.3	10.1	58.1	30.8	10.7	30.1	17.6	15.6	47.9	32.2	12.5	52	27.1	17.8	47.4	82.8	12	10	15.3	46.8	10	10.3	30.9	10	25.8	11.1	49.4	15.9
213688_at	48	101.1	83.4	56.2	29.9	116	76.8	59.9	113.7	88.6	21.6	177.1	188.5	30.2	16.6	90.4	55.4	60.8	53.4	50.2	17.4	104.6	36.1	32.9	37.5	60.3	31.8	47.4	30.1	23.3	38.6	67.1	116.5	55.2	69.2	15.3	24
213692_s_at	10	10	25.5	47.5	27.6	11.3	41.4	11	10	58	53.9	97.6	52.4	14.8	42	17.8	19.3	39.1	12.8	20.7	46	23.9	35.3	33.8	10	10.5	52.6	50.9	10.3	10	26.5	66.6	10.8	23.7	46.8	25.1	40.9
213693_s_at	360.9	958.4	195.2	1956	900.2	379.7	94.8	112.7	48	142.2	139.9	175.1	54.3	316	195.6	465.2	665.1	666.5	113.4	1180.5	151.6	968.2	357.3	132.2	610.1	20.4	636.3	10	152.2	208.1	545.4	652.5	111.6	273.5	86.1	155.5	10
213696_s_at	56	41.6	48.9	31.3	62.7	10	20.6	14.3	19.9	10	45.3	10.7	10	60.1	51.3	21.2	10.3	36.6	35.6	26.5	18.8	89.6	11.3	61.8	35.4	10	45.1	10	59.9	48.5	45.5	10.3	12.1	24.1	39.9	14.2	51
213714_at	14.4	36.2	17.9	53.4	34.2	23.2	67.5	43.7	40	25.3	23.9	32	54	53.2	10	21.5	63	64.6	31.8	37.5	10	81.9	28.4	10.7	51.5	30.7	10	37.9	21	23.2	59.8	23.3	34.5	27.7	46.1	97	11.5
213716_s_at	45.6	147.3	181.9	50.6	162.5	189.9	10.4	36.2	24.5	85.1	25	65.6	14.2	55	38.7	14.6	10	10	11.7	50.1	23.1	51.5	43.6	16.4	71.9	42.4	609.4	30.1	24.1	10	37.3	37.4	98.8	49.2	49.6	10	12.4
213727_x_at	71.2	135.7	100	191.1	128.9	119.9	72.1	92.1	13.4	90.9	72.7	40.9	11.8	81.8	139.9	56.6	108.8	92.7	85.2	176.6	127.2	118.6	11.1	47.1	162.4	11.5	80.4	187.4	105.1	113.2	72.5	98.4	89.7	145.6	10	31.3	94.1
213728_at	32.1	28.3	28	46.7	35.4	10	19.8	10	50.1	111.5	25.1	89.4	14.1	24.9	59	23	10	10	19.2	30.3	46.2	10	23.3	38	49.1	29.2	23.1	15	16.7	52.8	10	10	28.4	69.3	63.3	18.8	32.2
213733_at	34.8	44.4	53.4	11	68	64.6	18.5	27.9	10	10.6	10	20.3	39.1	41.1	64	49.9	10	42.3	66.5	18.5	13	44.9	151.4	73	113.8	35	161.1	82.6	123.4	66.7	77.6	101.9	83.6	19.6	111.8	55.1	31.1
213736_at	83.8	54	75.5	13.5	55.1	89.5	38.5	64.9	29.7	26.9	14.6	15	75.3	24.9	122.4	56.6	31.5	14.4	10	10	10	30.2	139.4	20.7	31	46.9	10.8	128	165.6	27.4	117.5	55	13	10.2	39.6	10	73.7
213760_s_at	39.1	27.7	28.5	11.4	38.8	10	34.1	57	51.3	27.9	61.4	64.4	75.3	40.2	12	10	58.7	43.6	24.7	17	13	33.4	41.7	27.5	48.6	34.2	32.9	28.8	42.7	41.8	24.3	51.6	12.2	45.7	16.3	25.9	10
213765_at	12.1	15.9	32.9	11.7	15	35.5	96.5	16.9	20.1	13.5	12	23.7	27.9	10	33.2	23	29.1	28.5	12.6	10	44.7	10	14.4	22	23.8	40.9	10.7	45.8	34.3	10	16.4	21.9	47.8	32.2	54.6	40.1	15.1
213770_at	10	10	25.7	10	12.9	42.7	48.6	29.2	10	47.6	50.4	35.9	38.9	28.5	32.5	14.5	15.2	21.7	35.7	23	59	10	55.8	10	11	13.9	10	30.4	62.3	10	53.9	12.6	40.2	36.3	15.5	14.4	48.7
213779_at	39.9	12.5	12.8	64.7	63.8	14.8	15.8	15.4	33.3	46.9	12.3	17.6	19.1	10	33.9	11.4	12.6	54.6	82.2	10.7	26.3	40.7	46.5	20.9	56.3	37.6	10	26.8	14.6	10	10.8	19.1	74.3	16.2	52.9	48.9	25.4
213783_at	21.5	30.3	18	22.2	27.9	33.3	10	13.4	29.8	42.5	37.8	45.3	40.7	46.4	34.9	10	43.5	11.8	18.9	21.9	47.7	30.8	47.9	15.1	37.2	26.1	20.7	50	12	15.6	43.9	45.1	27.7	10	69.5	50.1	61.5
213785_at	28.6	34.6	35.7	24.1	10	39.5	48.4	10	10.6	45.4	56.1	44	45.8	39.1	13.1	39.3	68.2	28.6	16.1	28.3	48.4	47.1	35.6	10	25.8	19.7	22.8	18.9	27	10	31.5	71.9	14.4	69.4	13.6	14	48.4
213799_s_at	10	36.3	26.3	47.8	10	15.5	31.2	155.2	25.3	53.8	32.5	28.3	94.7	10	10	12.7	60.3	66.2	12.5	40	10	85.7	13.5	16.9	10	37.7	10	35.9	10.3	11.7	10.6	57.5	43.6	70.4	10	54.9	30.3
213800_at	20.1	57.6	65.9	13.6	28.1	58.6	146	31.3	10	10	17.1	12.3	10	10	41.2	10	10	10	15.2	17.2	26.3	10	32.3	40.3	39.6	37.1	13.2	33.6	16	10	12.4	27.6	46.4	14.4	26.2	46.4	44.6
213804_at	14.9	46.4	10	10	29	10	21.1	21.2	19.9	22.1	37.7	12.1	10	23	36.3	10	49.3	37.3	10.6	20.7	67.3	43.8	50.2	45.9	29.2	53.7	13.7	44.8	52.9	42.6	10	11.3	40.6	41.8	41.3	57.7	17.1
213827_at	12.4	25.8	12.5	49.5	22.8	38.6	14.2	11.3	17.1	131.7	44.7	11.9	95.3	25.4	33.3	34	92.8	10	59.2	64.6	39	10.1	35.6	32	37.6	15	20.8	50.4	33.4	10	33.8	74.5	34.7	33.4	56.6	11.7	39.2
213831_at	95.9	139.3	84.7	65.8	59.9	40.1	21.8	79.2	23.2	10	42.9	47	10	10	30.5	38	10	28.5	10	10	10	77.4	129.2	24.2	54.2	73.6	228.7	354.2	20.3	25.1	165.5	60.7	114.7	60.7	73.1	55.3	30.4
213833_x_at	43.5	40.1	15.6	10	51.7	21.1	25.5	10	10	40.8	43.4	36.7	34.8	27.9	61.7	24.3	21.3	12.8	27.6	52.8	57.3	10	90.9	66.4	44	10	45.8	56.6	27.3	39.6	109.2	16.5	32.2	32.1	41.3	20.3	56.7
213840_s_at	36	55.9	19.1	42.3	42.7	10	52.4	39.2	52.3	49.1	25.3	10.4	78.7	41.1	34.6	40.1	10	29.3	20.3	20.5	32.3	51.6	65.3	27	41.2	45.9	40.7	42.7	50.4	35	10.3	70.2	49.6	45.5	46.8	10	42.6
213843_x_at	553.6	210.6	151.3	269.8	395.5	199.3	25.7	100.8	131.7	259.4	89	80.6	364.9	580.2	296	185	141.4	334.9	46.6	244.5	91.5	91.6	82.5	106.8	289.4	248.5	90.2	77.6	846.9	243	445.9	264	67.7	45.9	63.4	81.6	45.3
213844_at	97.3	113.4	220	49.4	170.4	155.6	125.6	78	164.9	428.6	43.2	152.7	234.6	118.9	104.1	80.5	209.7	272.3	145.6	154.3	209.7	39	80.8	52.7	252.5	284.8	100.6	101.6	119.4	57.6	48.7	86.1	112.8	188.8	122.3	40.3	404.9
213854_at	32.7	29.1	46.2	44.2	10	75.1	44.3	51.6	40.6	50.7	10	12.3	33.8	12.7	60.1	52.8	47.9	40.6	14.4	10.5	10	46.2	14.9	10	42	15	13.8	11.8	17.1	27	30.2	11	13.4	41.4	98.3	66.3	14.1
213856_at	18.7	10	36.5	10	10	65.3	68.3	32.7	66.5	35.2	61.9	15.7	37.6	64.8	10	42.6	27.9	36.5	10	10	78.1	40.7	47.8	64.5	85.2	48.2	30.3	83.6	51	31.8	25.5	29.4	56.1	37	14.3	25.3	53
213870_at	31.6	10	10.6	11.9	39.6	41.3	10	28.9	71.5	59.3	58.4	35.4	59.5	11.4	10.5	25.3	17.1	14.7	15.7	26.8	15.1	58.9	11.5	28.5	30.9	30.1	17.2	12.8	24.7	30.8	18.4	61.1	18.5	13.5	53.8	51.7	10.8
213880_at	37.3	40.5	93.5	15.6	59.9	44	132.7	266	85.3	37.3	523.9	123.6	527.8	50.2	143.9	301	188.3	325.2	745.9	32.4	78.9	384.4	168.4	1075.3	252.5	552	388.8	73.9	78.3	139.6	80	10	152.1	76.1	153.8	727	52.1
213888_s_at	28.9	45.9	44.4	30.5	34.4	46.2	29.5	34.1	16.4	31.7	10	11.7	53	10	27.2	34.3	24.4	10.3	10	10	19.1	39.9	25.1	41.2	16.6	53.1	69.2	10	13.5	15.6	24.5	42.6	35.7	30.8	35.7	39.3	10
213905_x_at	282.9	240	362.2	111.2	398.5	540.9	673.3	180.3	157.5	164.3	159.9	92.9	122.3	48.5	351.2	103.1	49.6	158	217	117.4	328.3	46.2	210.5	183	453.9	289.3	76.9	53.6	298.6	93.9	146	100.9	336.6	259.5	505	379.8	411.9
213910_at	10	48.2	30.6	10	10	42.5	66.3	13.8	15.7	28.8	54.6	10	34.3	19.6	15.8	22.2	10	15	22.2	11.6	34.1	32.2	36.3	24.7	34.1	10	30.7	30.8	16.8	14.6	22.4	10	56	30.9	26.2	32.9	47.7
213926_s_at	30.2	52.9	42	57.7	28.9	13.2	68.8	39.8	72.1	49.6	17.7	44.2	72.3	22	39	22	59.2	23.5	29.3	26.2	17.7	40.6	32.7	18	10	61.8	18.1	24.9	10	21	10	70.7	17.2	55	27.6	32.2	10
213953_at	2328.9	75.9	210.1	10	1499.1	360.2	525.7	505.7	406.4	555.4	186	368.3	342.5	1066.8	420	229.9	497.4	371.4	469.2	426.7	407.9	170.3	345.3	815.5	618.8	704.3	110.5	325.5	963.3	789.5	903.2	397.9	487.2	259.7	306.1	262.6	264.7
213975_s_at	2065.4	1026.4	1620.3	1422.7	1375.6	2514.3	1776.1	115.8	39.9	99.1	145	1453.4	13.7	1137.7	717.3	136.8	575.2	664.1	66.8	1485.4	59	320.3	1359.9	166	1104	690.4	2367.7	1995	150.7	127.7	1697.5	118.8	1397.5	2391.9	216.1	370.6	449.3
213982_s_at	37	43.9	55.2	77.6	115.7	64.3	69.1	33.6	72.9	10	44.2	22.2	19.4	53.4	30.5	38.1	31.5	10	16.6	55.7	46.7	47.7	28.2	28.8	85.9	10.3	147.7	58.8	43.7	44.8	26	65.9	46.2	32.7	37	45	44.3
213983_s_at	11.5	34.1	25.8	30.7	19.5	18.8	18.7	26	30.2	20.7	49.4	10	58.3	45	32.3	31.4	23.5	19.1	10	29.8	26.2	30.9	10	24.6	11.1	52.4	31.7	10	10	47	44.5	10	25.1	29.6	10	18	17.8
213988_s_at	412.6	451.1	340	314.8	545.8	364.6	558.8	246.5	99.7	63.5	514	84	561.2	258.4	429.5	87	409.2	493.2	509.7	327.9	170.5	368.4	289.2	284	318.1	53.5	773.8	329.8	525.2	344.2	392.1	367.9	476.6	134.8	146.4	186.3	411.2
213994_s_at	10	109.4	67.1	41.1	21.7	132.3	10.6	38.5	10	10	10	10	10	56.6	17.9	10	10	10	10	10	55.5	22.3	10	16.5	36.4	10	10	83.8	10	35	22.4	10	18.6	10	10	10	10
213997_at	10	20.2	15.1	28.6	10	34.9	48.5	29.2	41	37.5	10	41.3	32.6	10	10	22.6	52.8	68.6	42.9	29.4	17.7	21.9	59.2	29.3	10.7	42.9	23	54.2	10	24.3	10	10	11.4	10	12.5	10	12.1
213998_s_at	36.3	28.2	13.3	11.5	87.1	50.7	47.7	39.8	63.7	11	12.2	11.2	11	10	85.4	10	79	10	78.6	49.9	53.2	143.4	10	20.6	53.9	10	64.1	62.2	39.1	10	51.8	66.9	11.1	26.3	63.5	28.6	44.7
214015_at	22.4	30.1	24	26.5	10	10	70.6	10	24	44.1	29	78.1	57.9	30	22	33.3	52	26.7	10	35.2	10	21.3	59.8	14	33.9	43.4	19.2	37.7	10	10.2	25.3	33	31.2	37.3	41.2	39	12
214022_s_at	1266.3	1182.5	1252.2	328.5	1286.4	3005	1398.7	859.2	3555.3	872.8	544.5	2258.1	2362.2	1196.9	319.5	2761.4	580.4	639.5	2122.9	1083.9	1316.4	2853.4	1804.7	2809.1	1359.9	2632	2456.6	443.8	1197.5	2765.4	649.3	3657.7	939.2	866.6	2869.8	3099.3	1719.4
214027_x_at	10	10	88.3	10	10	14.7	71.7	161.6	10	10	36.8	19.9	13.7	10	100.7	10	11.2	87.3	172.7	10	10.2	10	11.3	27.5	144	10	10	10	22.8	79.1	23.4	10	10	45.3	47.7	10.8	15.3
214038_at	39.4	47.6	39.8	10	19.5	40.5	44.4	35	12.9	29.9	25.9	16.2	10	13.2	36.4	10	42.8	48.1	10	17.1	10	10	61.5	32.6	10	28.8	120.4	42.5	40.2	23.6	20.8	11.1	10	20.3	42.6	14.6	27.8
214039_s_at	228.3	555.1	245	812.4	998	257	1773.8	2109.9	981.6	801.2	1021.3	923.9	1408.2	2097	1839.6	1384.3	459.7	503.6	1510.6	359.2	795	1424.6	746.4	1473.2	390.6	2108.4	305	382.4	782.6	1532.4	340.3	1816.9	636.1	1282.1	1278.9	736.9	1226.8
214040_s_at	37.1	41.5	23	116.1	10	25.6	27.2	41.7	23.4	10	33.6	19.6	10	30.8	25.8	10	10	21.7	19	116.8	31.4	10.8	10	28	13.9	10	10	10	10	10	93.6	22.9	13.1	35.4	10	10	10
214043_at	10	10	30.2	23.4	31.7	31.9	15.7	243.7	155.4	263	161.5	10	83.7	85.1	12.1	230.2	132	110.7	151.3	47.6	211.3	196.1	200.2	116.2	27	120.3	10	67.7	13.5	53.4	28.6	288.7	76.9	15.9	160.8	208	84.8
214054_at	13.6	53.1	43.5	12.9	21.7	43.1	56.5	25.1	10	27.5	10	20.6	48.9	10.1	50.6	41.7	12.4	61.4	10	10	20.8	44.2	104.3	26.4	26.9	26.9	13.8	29.1	10	10	29	10	51.1	50.7	13.8	43	11.6
214073_at	45	69.8	29	43.2	29.6	73.8	10.5	32.9	10	14.6	46	11.9	52.8	15.4	10.8	10	10	52.9	47.7	10	10	50.4	10	12.4	15.5	10	62.7	10	25.5	57.9	21.7	39.3	39.5	30.3	34.4	10	18.3
214076_at	16.4	30.6	33.3	93	43.7	131.8	62.8	64.6	55	105.6	92.1	96.5	52.2	18	31.4	142.4	116.3	150.5	65.8	100.8	21.2	125.3	113.9	35	18.7	77.2	39.4	31	58.5	15.6	69.1	103.5	74.8	104.7	115.5	93	64.3
214095_at	82.9	67.8	67.5	10	59.1	58.4	48.2	75.7	63.4	58.4	33.7	81.9	133.7	63.4	130	65.5	44	11.1	82.4	20.3	23.5	35.8	12.4	30.4	31	42.6	59.5	10	47	103.8	37.2	73.6	86.5	35.1	63.9	54.6	32.4
214110_s_at	30.2	36.9	10	10	46.9	26.3	48.2	54.1	53.3	44.8	27.1	65.6	97.1	10	38.2	10.2	10.2	53.2	137.1	10	156.8	32.2	20	86.8	66.5	160.5	28.3	12.5	42.3	10	10	53.5	89.3	63.3	159.8	108.7	63
214131_at	26.8	34.6	38.7	10	153.7	28	31.2	106.6	10	63.7	24.6	138.1	42.6	14.8	26.5	18.2	10	74.1	121	71.8	16.1	35.5	25.9	10	73	115.4	15.8	18.9	16.8	10	18.1	38.6	158	34.3	148.6	114.6	21.7
214135_at	1007	35	753	424.4	19.7	10	32.3	41.7	26.6	20.9	30.9	18.9	36.2	27.8	37.4	42.3	44	31.6	44.7	542.3	29.9	39.3	51.2	45.2	46	26.9	1480.5	77.6	47	31.3	107.6	54.4	41.4	12.5	43.8	55.7	58.7
